template,frequency
"The [X], who was adamant, is [Y]",1
"The [X], who said frightened, is [Y]",1
"The [X], who knew to do what, is [Y]",1
"The [X], who closed guilty, is [Y]",1
"The [X], who had faith, is [Y]",1
"The [X], who sat for a while, is [Y]",1
"The [X], who phoned Wichelsea, is [Y]",1
"The [X], who borrowed the way, is [Y]",1
"The [X], who got it, is [Y]",2
"The [X], who put certain of it, is [Y]",1
"The [X], who said the money, is [Y]",1
"The [X], who convinced the guilt, is [Y]",1
"The [X], who ed no reason, is [Y]",1
"The [X], who was by time, is [Y]",1
"The [X], who drummed fingers, is [Y]",1
"The [X], who meant it, is [Y]",1
"The [X], who had to tell me, is [Y]",1
"The [X], who was Green, is [Y]",1
"The [X], who ed gone to Texas, is [Y]",1
"The [X], who had another case, is [Y]",1
"The [X], who said to go, is [Y]",1
"The [X], who was told a sort, is [Y]",1
"The [X], who dealt with bail, is [Y]",1
"The [X], who wavered with uncertainty, is [Y]",1
"The [X], who wished the filly, is [Y]",1
"The [X], who was freed in the afternoon, is [Y]",1
"The [X], who was this friend, is [Y]",1
"The [X], who ed a lawyer, is [Y]",1
"The [X], who was Corunna, is [Y]",2
"The [X], who said to give number, is [Y]",1
"The [X], who wrote the number, is [Y]",1
"The [X], who assured her, is [Y]",1
"The [X], who had any money, is [Y]",1
"The [X], who gave some, is [Y]",1
"The [X], who telephoned to proceed the lawyer, is [Y]",1
"The [X], who went to bank, is [Y]",1
"The [X], who drove to his—, is [Y]",1
"The [X], who received the check, is [Y]",1
"The [X], who gave sure, is [Y]",1
"The [X], who was common, is [Y]",5
"The [X], who acted for Green, is [Y]",1
"The [X], who got bank, is [Y]",1
"The [X], who was a drive from the essence, is [Y]",1
"The [X], who followed the instructions, is [Y]",1
"The [X], who parked outside at five, is [Y]",1
"The [X], who showed him into the domain, is [Y]",1
"The [X], who brought the check, is [Y]",1
"The [X], who pushed buttons on telephone, is [Y]",1
"The [X], who said into the mouthpiece, is [Y]",1
"The [X], who ed next, is [Y]",1
"The [X], who got money, is [Y]",1
"The [X], who was released at three oclock, is [Y]",1
"The [X], who wept with relief, is [Y]",1
"The [X], who telephoned to Harlow, is [Y]",1
"The [X], who sold horses, is [Y]",1
"The [X], who thought about adventure, is [Y]",1
"The [X], who married lady, is [Y]",1
"The [X], who was summoned for trial, is [Y]",1
"The [X], who agreed the case, is [Y]",1
"The [X], who dug the dollars, is [Y]",1
"The [X], who was the end of a event, is [Y]",1
"The [X], who telephoned to find Wichelsea, is [Y]",1
"The [X], who was date, is [Y]",1
"The [X], who related well, is [Y]",1
"The [X], who returned own, is [Y]",1
"The [X], who passed, is [Y]",1
"The [X], who wrote to Green, is [Y]",1
"The [X], who received thousand dollars, is [Y]",1
"The [X], who forwarded the dollars, is [Y]",1
"The [X], who lost temper, is [Y]",1
"The [X], who walked tautly into office, is [Y]",1
"The [X], who gave the letter, is [Y]",1
"The [X], who declared, is [Y]",1
"The [X], who ed frantic, is [Y]",1
"The [X], who was borrowed _ that money, is [Y]",1
"The [X], who borrowed thousand dollars, is [Y]",1
"The [X], who payed it, is [Y]",1
"The [X], who borrowed from neighbors, is [Y]",1
"The [X], who yelled in Greens, is [Y]",1
"The [X], who was give, is [Y]",2
"The [X], who could he, is [Y]",1
"The [X], who felt secure in thousand Nutbridge, is [Y]",1
"The [X], who made able to disprove allegations, is [Y]",1
"The [X], who believed the faith, is [Y]",1
"The [X], who used to pay the money, is [Y]",1
"The [X], who borrowed had punched much, is [Y]",1
"The [X], who shrunk from the thought, is [Y]",1
"The [X], who felt relieved to been the money, is [Y]",1
"The [X], who reckoned installments, is [Y]",1
"The [X], who knew would pay lawyers, is [Y]",1
"The [X], who was the nature of the man, is [Y]",1
"The [X], who reported an mouse, is [Y]",1
"The [X], who settled on two, is [Y]",1
"The [X], who had an belief, is [Y]",1
"The [X], who set about an brain, is [Y]",1
"The [X], who was to write the loss, is [Y]",1
"The [X], who cost less, is [Y]",1
"The [X], who spent looking, is [Y]",1
"The [X], who took this, is [Y]",1
"The [X], who needed a champion, is [Y]",1
"The [X], who wanted the me, is [Y]",1
"The [X], who thought the man, is [Y]",1
"The [X], who met, is [Y]",1
"The [X], who aggregated thousand dollars, is [Y]",1
"The [X], who was dismissed no evidence, is [Y]",1
"The [X], who declared the cash, is [Y]",1
"The [X], who got things, is [Y]",1
"The [X], who had feed, is [Y]",1
"The [X], who said What, is [Y]",2
"The [X], who was two roads, is [Y]",1
"The [X], who liked a fight, is [Y]",1
"The [X], who sued him for the money, is [Y]",1
"The [X], who told right, is [Y]",1
"The [X], who discovered would kick much, is [Y]",1
"The [X], who achieved the recognition, is [Y]",1
"The [X], who dreamt of trials, is [Y]",1
"The [X], who consisted of lawyers, is [Y]",1
"The [X], who was a shock for him, is [Y]",1
"The [X], who learnt lesson, is [Y]",1
"The [X], who made the poorer for, is [Y]",1
"The [X], who swore on oath, is [Y]",2
"The [X], who tended to believe a perjury, is [Y]",1
"The [X], who told lies, is [Y]",1
"The [X], who met attorney, is [Y]",1
"The [X], who described Green, is [Y]",1
"The [X], who understood should go, is [Y]",1
"The [X], who gave name, is [Y]",1
"The [X], who was the person, is [Y]",1
"The [X], who was good, is [Y]",2
"The [X], who hoped to persuade him, is [Y]",1
"The [X], who cost a bucketful, is [Y]",1
"The [X], who looked from one, is [Y]",1
"The [X], who told to answer client, is [Y]",1
"The [X], who tried to trap you, is [Y]",1
"The [X], who lost in court, is [Y]",1
"The [X], who went to the suite, is [Y]",1
"The [X], who expected to see deviousness, is [Y]",1
"The [X], who looked at Harlow, is [Y]",1
"The [X], who considered the irrelevance, is [Y]",1
"The [X], who was a reporter, is [Y]",1
"The [X], who was a camera, is [Y]",1
"The [X], who tried to get the money, is [Y]",1
"The [X], who told me to, is [Y]",1
"The [X], who stipulated on the check, is [Y]",3
"The [X], who added did advise you, is [Y]",1
"The [X], who told to have me, is [Y]",1
"The [X], who instructed me, is [Y]",1
"The [X], who refused to answer, is [Y]",1
"The [X], who lasted five minutes, is [Y]",1
"The [X], who said with satisfaction, is [Y]",1
"The [X], who sounded genuine, is [Y]",1
"The [X], who spoke the truth, is [Y]",1
"The [X], who revolved with the speed, is [Y]",1
"The [X], who bought ready to hear the filly, is [Y]",1
"The [X], who resonated with visions, is [Y]",1
"The [X], who held elbow, is [Y]",1
"The [X], who thought we, is [Y]",1
"The [X], who told you at the beginning, is [Y]",1
"The [X], who was to file suit, is [Y]",1
"The [X], who reached the top, is [Y]",1
"The [X], who supposed, is [Y]",2
"The [X], who turned the you, is [Y]",1
"The [X], who was in jail, is [Y]",1
"The [X], who invented information against him, is [Y]",1
"The [X], who was sentenced only to time, is [Y]",1
"The [X], who put sales, is [Y]",1
"The [X], who made had hear a complaint, is [Y]",1
"The [X], who emptied the cents, is [Y]",1
"The [X], who introduced them, is [Y]",1
"The [X], who exchanged sorrows, is [Y]",1
"The [X], who sent to repay amounts, is [Y]",1
"The [X], who had to abandon home, is [Y]",1
"The [X], who thought Green, is [Y]",1
"The [X], who looked back to the day, is [Y]",1
"The [X], who offered sympathy, is [Y]",1
"The [X], who strengthened from jitters, is [Y]",1
"The [X], who confirmed it, is [Y]",1
"The [X], who listened to Greens, is [Y]",1
"The [X], who looked from him, is [Y]",1
"The [X], who asked cause, is [Y]",1
"The [X], who disgraced profession, is [Y]",1
"The [X], who walked into a room, is [Y]",1
"The [X], who invited Nutbridge, is [Y]",1
"The [X], who was seated halfway down the table, is [Y]",1
"The [X], who sat Corunna, is [Y]",1
"The [X], who took the facts, is [Y]",1
"The [X], who looked disbelieving at answers, is [Y]",1
"The [X], who asked Harlow, is [Y]",1
"The [X], who found the proceedings, is [Y]",1
"The [X], who fought catnaps, is [Y]",1
"The [X], who took would pay a breath, is [Y]",1
"The [X], who opened eyes, is [Y]",1
"The [X], who liked a bet, is [Y]",1
"The [X], who finished off the catnaps, is [Y]",1
"The [X], who put money, is [Y]",1
"The [X], who gestured towards her, is [Y]",1
"The [X], who did English, is [Y]",1
"The [X], who came to the aid, is [Y]",1
"The [X], who did to, is [Y]",1
"The [X], who was a moment of silence, is [Y]",1
"The [X], who cleared thousand dollars, is [Y]",1
"The [X], who was to make the money, is [Y]",1
"The [X], who took able to afford another breath, is [Y]",1
"The [X], who agreed to pay fees, is [Y]",1
"The [X], who trusted to surrender Nutbridge, is [Y]",1
"The [X], who trusted to return a lawyer, is [Y]",1
"The [X], who trusted a salesman, is [Y]",1
"The [X], who put _, is [Y]",1
"The [X], who debated among themselves, is [Y]",1
"The [X], who said gloomily at breakfast, is [Y]",1
"The [X], who assured him, is [Y]",1
"The [X], who was told the committee, is [Y]",1
"The [X], who disbarred a lawyer, is [Y]",1
"The [X], who knew guilty as hell, is [Y]",1
"The [X], who watched to demolish Vynn, is [Y]",1
"The [X], who got away with it, is [Y]",1
"The [X], who spooned butter, is [Y]",1
"The [X], who did nothing of the sort, is [Y]",1
"The [X], who warned you at the beginning, is [Y]",1
"The [X], who attended thoughtfully to pancakes, is [Y]",1
"The [X], who had sources, is [Y]",1
"The [X], who told things, is [Y]",1
"The [X], who told the committee, is [Y]",1
"The [X], who said a witness, is [Y]",1
"The [X], who knew you, is [Y]",1
"The [X], who ed to talk what, is [Y]",1
"The [X], who led from accusation, is [Y]",1
"The [X], who came to trial, is [Y]",1
"The [X], who agreed to mediation, is [Y]",1
"The [X], who rotated slowly along the road, is [Y]",1
"The [X], who was to agree the terms, is [Y]",1
"The [X], who was spoken to Green, is [Y]",1
"The [X], who supposed willing to avoid the loss, is [Y]",1
"The [X], who ed willing to avoid penalties, is [Y]",1
"The [X], who ed willing to have damages, is [Y]",1
"The [X], who thought in a burst, is [Y]",1
"The [X], who multiplied by four, is [Y]",1
"The [X], who spent the money, is [Y]",1
"The [X], who told her, is [Y]",2
"The [X], who stole fund, is [Y]",1
"The [X], who listened in fascination, is [Y]",1
"The [X], who was affair, is [Y]",1
"The [X], who pointed, is [Y]",3
"The [X], who was to steal a fortune, is [Y]",1
"The [X], who repaid half of involvement, is [Y]",1
"The [X], who had no money, is [Y]",1
"The [X], who looked with amusement, is [Y]",1
"The [X], who set a date, is [Y]",1
"The [X], who found her, is [Y]",1
"The [X], who said to Jules, is [Y]",1
"The [X], who thought of the thousands, is [Y]",1
"The [X], who had to ask marvel, is [Y]",1
"The [X], who met quietly across another table, is [Y]",1
"The [X], who distributed to sign agreements, is [Y]",1
"The [X], who robbed people, is [Y]",1
"The [X], who admitted to himself, is [Y]",1
"The [X], who found the license, is [Y]",1
"The [X], who found another mug, is [Y]",1
"The [X], who signed the paper, is [Y]",1
"The [X], who was in effect, is [Y]",2
"The [X], who turned back, is [Y]",1
"The [X], who laborred in jobs, is [Y]",1
"The [X], who sweated Nutbridge, is [Y]",1
"The [X], who moved to another state, is [Y]",1
"The [X], who took a route, is [Y]",1
"The [X], who went to the National, is [Y]",1
"The [X], who depended on the stake, is [Y]",1
"The [X], who set, is [Y]",1
"The [X], who knew had put this clutch, is [Y]",1
"The [X], who saw the history, is [Y]",1
"The [X], who chased villains, is [Y]",1
"The [X], who was safe to spend the fortune, is [Y]",1
"The [X], who heard of a ago, is [Y]",1
"The [X], who served for a load, is [Y]",1
"The [X], who twisted in sympathy, is [Y]",1
"The [X], who went to happen, is [Y]",1
"The [X], who payed for ticket, is [Y]",1
"The [X], who was stowed safely in an pocket, is [Y]",1
"The [X], who caught the eye, is [Y]",1
"The [X], who looked them, is [Y]",1
"The [X], who wiped beer off mouth, is [Y]",1
"The [X], who gave hundreds, is [Y]",1
"The [X], who liked sensitive to notice him, is [Y]",1
"The [X], who lost was carry nerve, is [Y]",1
"The [X], who travelled with dread, is [Y]",1
"The [X], who was unable to take risks, is [Y]",1
"The [X], who was unable to urge mounts, is [Y]",1
"The [X], who used to cover the cracks, is [Y]",1
"The [X], who saw the signs, is [Y]",1
"The [X], who held a factor in favor, is [Y]",1
"The [X], who reflected he, is [Y]",1
"The [X], who stayed near the track, is [Y]",1
"The [X], who dreamt of a racing, is [Y]",1
"The [X], who needed to blot the thought, is [Y]",1
"The [X], who liked unassuming to notice Springwood, is [Y]",1
"The [X], who poured cheerfully into racetrack, is [Y]",1
"The [X], who peeled the first, is [Y]",1
"The [X], who got change for another, is [Y]",1
"The [X], who opened the time, is [Y]",1
"The [X], who was best to bet fancy, is [Y]",1
"The [X], who waited in the queue, is [Y]",1
"The [X], who gave ticket, is [Y]",1
"The [X], who thought Austin, is [Y]",1
"The [X], who was a judge of form, is [Y]",1
"The [X], who prided himself on that, is [Y]",1
"The [X], who strolled with satisfaction, is [Y]",1
"The [X], who had no difficulty, is [Y]",1
"The [X], who was gripped with the tension, is [Y]",1
"The [X], who went to face it, is [Y]",1
"The [X], who considered an item, is [Y]",1
"The [X], who launched a party, is [Y]",1
"The [X], who rested gaze, is [Y]",1
"The [X], who was in charge, is [Y]",1
"The [X], who talked, is [Y]",1
"The [X], who stood the odds, is [Y]",1
"The [X], who was given coverage, is [Y]",1
"The [X], who arrived in a engine, is [Y]",1
"The [X], who dove into the ruins, is [Y]",1
"The [X], who was a priority, is [Y]",2
"The [X], who caught whoever, is [Y]",1
"The [X], who spotted one of the notes, is [Y]",1
"The [X], who remembered creased, is [Y]",1
"The [X], who remembered unusual on Day, is [Y]",1
"The [X], who brought ticket, is [Y]",1
"The [X], who gazed at him, is [Y]",1
"The [X], who wanted that House, is [Y]",1
"The [X], who wanted the National, is [Y]",1
"The [X], who passed two notes, is [Y]",1
"The [X], who elbowed lame, is [Y]",1
"The [X], who tore ticket, is [Y]",1
"The [X], who climbed into breeches, is [Y]",1
"The [X], who filled like a well, is [Y]",1
"The [X], who had difficulty in him, is [Y]",1
"The [X], who felt cold, is [Y]",1
"The [X], who was another hour, is [Y]",1
"The [X], who sat table, is [Y]",1
"The [X], who said another, is [Y]",1
"The [X], who asked a fourth, is [Y]",1
"The [X], who held racing, is [Y]",1
"The [X], who seeped unmistakably into voice, is [Y]",1
"The [X], who had a duty, is [Y]",1
"The [X], who insisted the Stewards, is [Y]",1
"The [X], who was were spoil you, is [Y]",1
"The [X], who said the Stewards, is [Y]",1
"The [X], who was part of the public, is [Y]",1
"The [X], who was the public, is [Y]",1
"The [X], who listened to the arguments, is [Y]",1
"The [X], who went far in life, is [Y]",1
"The [X], who had a sense, is [Y]",2
"The [X], who watched to slide, is [Y]",1
"The [X], who sighed throat, is [Y]",1
"The [X], who thought the points, is [Y]",1
"The [X], who was individuals, is [Y]",1
"The [X], who thought is persuade them, is [Y]",1
"The [X], who supposed the press, is [Y]",1
"The [X], who wanted the uproar, is [Y]",1
"The [X], who felt like a balloon, is [Y]",1
"The [X], who found to think, is [Y]",1
"The [X], who scrambled to the gate, is [Y]",1
"The [X], who found himself, is [Y]",1
"The [X], who stood in the ring, is [Y]",1
"The [X], who walked he, is [Y]",1
"The [X], who suffered feelings, is [Y]",1
"The [X], who secured the agreement, is [Y]",1
"The [X], who came to the conclusion, is [Y]",1
"The [X], who had to keep a check, is [Y]",1
"The [X], who saw no harm, is [Y]",1
"The [X], who won the National, is [Y]",1
"The [X], who was fortunate to jump, is [Y]",1
"The [X], who said Westerland, is [Y]",1
"The [X], who made no answer, is [Y]",1
"The [X], who watched the line, is [Y]",1
"The [X], who bited knuckles, is [Y]",1
"The [X], who plodded along in confusion, is [Y]",1
"The [X], who looked like a combination, is [Y]",1
"The [X], who shook asleep, is [Y]",1
"The [X], who got the thought, is [Y]",1
"The [X], who was full to flood, is [Y]",1
"The [X], who had to, is [Y]",1
"The [X], who stood footed, is [Y]",1
"The [X], who started hesitantly after the field, is [Y]",1
"The [X], who was head, is [Y]",2
"The [X], who felt rudderless, is [Y]",1
"The [X], who stayed on board, is [Y]",1
"The [X], who jumped last over the fence, is [Y]",1
"The [X], who saw the horse, is [Y]",1
"The [X], who twitched hand, is [Y]",1
"The [X], who won there with Springwood, is [Y]",1
"The [X], who melted jockeys, is [Y]",1
"The [X], who sat panic, is [Y]",1
"The [X], who thought forever after that, is [Y]",1
"The [X], who jumped, is [Y]",2
"The [X], who tired House, is [Y]",1
"The [X], who lied tenth, is [Y]",1
"The [X], who saw a gap, is [Y]",1
"The [X], who checked mount, is [Y]",1
"The [X], who groaned Springwood, is [Y]",1
"The [X], who was better, is [Y]",4
"The [X], who sprinted a lengths in the rear, is [Y]",1
"The [X], who rode another race, is [Y]",1
"The [X], who locked jaw, is [Y]",1
"The [X], who fell he, is [Y]",1
"The [X], who took me, is [Y]",1
"The [X], who took the mile, is [Y]",1
"The [X], who leaved a release from purgatory, is [Y]",1
"The [X], who watched finish, is [Y]",1
"The [X], who took ticket, is [Y]",1
"The [X], who rubbed chin, is [Y]",1
"The [X], who curst the lengths, is [Y]",1
"The [X], who carried the weight, is [Y]",1
"The [X], who leaved the hanging, is [Y]",1
"The [X], who ran the he, is [Y]",1
"The [X], who had to disqualify him, is [Y]",1
"The [X], who was done, is [Y]",1
"The [X], who took to relay a breath, is [Y]",1
"The [X], who heard the news, is [Y]",1
"The [X], who stationed men, is [Y]",1
"The [X], who searched for the pieces, is [Y]",1
"The [X], who overshadowed the detritus, is [Y]",1
"The [X], who was ticket from Tulip, is [Y]",1
"The [X], who was a defiance of fate, is [Y]",1
"The [X], who searched back, is [Y]",1
"The [X], who was alone in the clear, is [Y]",1
"The [X], who enraged more could catch him, is [Y]",1
"The [X], who had to work, is [Y]",1
"The [X], who shifted from foot, is [Y]",1
"The [X], who called would wait them, is [Y]",1
"The [X], who beared to surprised the congratulations, is [Y]",1
"The [X], who realized the race, is [Y]",1
"The [X], who locked himself in the washroom, is [Y]",1
"The [X], who travelled a him, is [Y]",1
"The [X], who curst wife, is [Y]",1
"The [X], who went shift, is [Y]",1
"The [X], who was the beginning of fiction, is [Y]",1
"The [X], who died he, is [Y]",1
"The [X], who was a ripples, is [Y]",1
"The [X], who was three, is [Y]",1
"The [X], who steered razor, is [Y]",1
"The [X], who straightened the line, is [Y]",1
"The [X], who began at two, is [Y]",1
"The [X], who savorred drive, is [Y]",1
"The [X], who packed suitcases, is [Y]",1
"The [X], who pluged the spaces, is [Y]",1
"The [X], who was one of the judges, is [Y]",1
"The [X], who was fifteen judges, is [Y]",1
"The [X], who knew long in advance, is [Y]",1
"The [X], who officiated always on the track, is [Y]",1
"The [X], who regretted the law, is [Y]",1
"The [X], who gave verdicts, is [Y]",1
"The [X], who was on the blink, is [Y]",1
"The [X], who parked car, is [Y]",1
"The [X], who felt, is [Y]",1
"The [X], who recognized in himself, is [Y]",1
"The [X], who was clear, is [Y]",13
"The [X], who was greeted as a smile, is [Y]",1
"The [X], who was popular, is [Y]",1
"The [X], who had no insight, is [Y]",1
"The [X], who joined an unit, is [Y]",1
"The [X], who learnt the name, is [Y]",1
"The [X], who gave no problems, is [Y]",1
"The [X], who enjoyed himself, is [Y]",1
"The [X], who was the event of the day, is [Y]",1
"The [X], who continued, is [Y]",2
"The [X], who was familiar to him, is [Y]",1
"The [X], who sat on stool, is [Y]",1
"The [X], who saw worry, is [Y]",1
"The [X], who seemed simple, is [Y]",1
"The [X], who was four children, is [Y]",1
"The [X], who was a cook, is [Y]",1
"The [X], who managed staff, is [Y]",1
"The [X], who knew to a fraction, is [Y]",1
"The [X], who allowed room, is [Y]",1
"The [X], who moved everyone to a home, is [Y]",1
"The [X], who brought to marriage, is [Y]",1
"The [X], who reached serenity, is [Y]",1
"The [X], who admitted to herself, is [Y]",1
"The [X], who meant, is [Y]",1
"The [X], who answered to speak telephone, is [Y]",1
"The [X], who knew what, is [Y]",1
"The [X], who played, is [Y]",1
"The [X], who excused absence, is [Y]",1
"The [X], who wanted a message, is [Y]",1
"The [X], who asked the reply, is [Y]",1
"The [X], who said with regret, is [Y]",1
"The [X], who meant that, is [Y]",1
"The [X], who lost it, is [Y]",1
"The [X], who lived on money, is [Y]",1
"The [X], who paralyzed her, is [Y]",1
"The [X], who gave control, is [Y]",2
"The [X], who signed power, is [Y]",1
"The [X], who went with his, is [Y]",1
"The [X], who was the trusts, is [Y]",1
"The [X], who needed to talk, is [Y]",1
"The [X], who found the news, is [Y]",1
"The [X], who told s raise money, is [Y]",1
"The [X], who tried to sell racehorse, is [Y]",1
"The [X], who worshipped that horse, is [Y]",1
"The [X], who was able to afford racehorses, is [Y]",1
"The [X], who beared able to afford what, is [Y]",1
"The [X], who inherited wealth, is [Y]",1
"The [X], who leaved that, is [Y]",1
"The [X], who was furious, is [Y]",1
"The [X], who saw it as an obligation, is [Y]",1
"The [X], who wrote checks to tailor, is [Y]",1
"The [X], who afforded expenses, is [Y]",1
"The [X], who leaved debts, is [Y]",1
"The [X], who was hurdler, is [Y]",1
"The [X], who lost to play another fortune, is [Y]",1
"The [X], who struck bargains, is [Y]",1
"The [X], who learnt by adversity, is [Y]",1
"The [X], who accepted signature, is [Y]",1
"The [X], who was out in yard, is [Y]",1
"The [X], who plated neat, is [Y]",1
"The [X], who painted hooves, is [Y]",1
"The [X], who welcomed the farrier, is [Y]",1
"The [X], who had a talent, is [Y]",1
"The [X], who knew it, is [Y]",2
"The [X], who reached Number, is [Y]",1
"The [X], who declared machines, is [Y]",1
"The [X], who protested innocence, is [Y]",1
"The [X], who longed to catch them, is [Y]",1
"The [X], who confused the Enquiry, is [Y]",1
"The [X], who asked to tell jockey, is [Y]",1
"The [X], who salted harvests, is [Y]",1
"The [X], who was as a team, is [Y]",1
"The [X], who doubted enough to beat Lilyglit, is [Y]",1
"The [X], who bribed to let them, is [Y]",1
"The [X], who looked disappointingly to the Arkwrights, is [Y]",1
"The [X], who ran against the instincts, is [Y]",1
"The [X], who slid away from the nakedness, is [Y]",1
"The [X], who throbbed with hangover, is [Y]",1
"The [X], who was due to perform, is [Y]",1
"The [X], who was day, is [Y]",1
"The [X], who squinted into mirror, is [Y]",1
"The [X], who was a girl, is [Y]",1
"The [X], who was Driffield, is [Y]",1
"The [X], who spent the hours, is [Y]",1
"The [X], who thought little, is [Y]",1
"The [X], who was on feet, is [Y]",1
"The [X], who did this, is [Y]",1
"The [X], who killed me, is [Y]",1
"The [X], who awoke with the dawn, is [Y]",1
"The [X], who wagged universally by evening, is [Y]",1
"The [X], who did seek, is [Y]",1
"The [X], who handed the keys, is [Y]",1
"The [X], who told to leave her, is [Y]",1
"The [X], who was due to a party, is [Y]",1
"The [X], who got hangovers, is [Y]",1
"The [X], who remembered clear, is [Y]",1
"The [X], who looked on Driffield, is [Y]",1
"The [X], who excluded might inherit anybody, is [Y]",1
"The [X], who was reported to frightened no disapproval, is [Y]",1
"The [X], who jogged so, is [Y]",1
"The [X], who climbed the stairs, is [Y]",1
"The [X], who observed the wince, is [Y]",1
"The [X], who was done to satisfaction, is [Y]",1
"The [X], who told to win jockey, is [Y]",1
"The [X], who achieved it, is [Y]",1
"The [X], who won the Cloister, is [Y]",1
"The [X], who ached trainer, is [Y]",1
"The [X], who told jockey, is [Y]",1
"The [X], who had a spot, is [Y]",1
"The [X], who knew all about Lilyglit, is [Y]",1
"The [X], who ate toast, is [Y]",1
"The [X], who drove car, is [Y]",1
"The [X], who took the path, is [Y]",1
"The [X], who drove me, is [Y]",1
"The [X], who encouraged him, is [Y]",1
"The [X], who tossed a jigger, is [Y]",1
"The [X], who felt liberated, is [Y]",1
"The [X], who became a fun, is [Y]",1
"The [X], who searched conscience, is [Y]",1
"The [X], who talked compulsively about Lilyglit, is [Y]",1
"The [X], who wanted to sell him, is [Y]",1
"The [X], who told to insure him, is [Y]",1
"The [X], who insured things, is [Y]",1
"The [X], who told a prospect, is [Y]",1
"The [X], who sounded stricken to find the me, is [Y]",1
"The [X], who waited until, is [Y]",1
"The [X], who seemed to think some sort, is [Y]",1
"The [X], who told to try him, is [Y]",1
"The [X], who raised eyebrows, is [Y]",1
"The [X], who picked short, is [Y]",1
"The [X], who felt chilled, is [Y]",1
"The [X], who wanted a shower, is [Y]",1
"The [X], who owned Lilyglit, is [Y]",1
"The [X], who said Reilly, is [Y]",1
"The [X], who sold horse, is [Y]",1
"The [X], who took to speak a breath, is [Y]",1
"The [X], who was arranged a sale, is [Y]",1
"The [X], who won precise, is [Y]",1
"The [X], who said with calm, is [Y]",1
"The [X], who refused to approach you, is [Y]",1
"The [X], who was a bribe, is [Y]",1
"The [X], who was in the nature, is [Y]",1
"The [X], who finalized the sale, is [Y]",1
"The [X], who replied good to win, is [Y]",1
"The [X], who thought of the handicap, is [Y]",1
"The [X], who altered everything, is [Y]",1
"The [X], who beat Cone, is [Y]",1
"The [X], who rose in worry, is [Y]",1
"The [X], who said eleven runners in the Cloister, is [Y]",1
"The [X], who said me, is [Y]",1
"The [X], who said luck, is [Y]",1
"The [X], who went dead, is [Y]",1
"The [X], who was one of the people, is [Y]",1
"The [X], who sat beside the telephone, is [Y]",1
"The [X], who seemed fair, is [Y]",1
"The [X], who realized _, is [Y]",1
"The [X], who went a debts, is [Y]",1
"The [X], who rose a surplus, is [Y]",1
"The [X], who saw betting on Lilyglit, is [Y]",1
"The [X], who made a list, is [Y]",1
"The [X], who lived among objects, is [Y]",1
"The [X], who belonged to son, is [Y]",1
"The [X], who tried to bribe a jockey, is [Y]",1
"The [X], who was aware of the manner, is [Y]",1
"The [X], who read the assessment, is [Y]",1
"The [X], who was able to come the dance, is [Y]",1
"The [X], who lived Reilly, is [Y]",1
"The [X], who tried the them, is [Y]",1
"The [X], who swallowed would get a friend, is [Y]",1
"The [X], who reached who, is [Y]",1
"The [X], who found the commission, is [Y]",1
"The [X], who believed in it, is [Y]",1
"The [X], who helped to bring that, is [Y]",1
"The [X], who was much of a proposition, is [Y]",1
"The [X], who reported offer, is [Y]",1
"The [X], who used to threats, is [Y]",1
"The [X], who forced to understand him, is [Y]",1
"The [X], who felt humiliated, is [Y]",1
"The [X], who telephoned to place Driffield, is [Y]",1
"The [X], who agreed without protest, is [Y]",1
"The [X], who smiled at each jockey, is [Y]",1
"The [X], who stood by case, is [Y]",1
"The [X], who came Arkwright, is [Y]",1
"The [X], who amused Haig, is [Y]",1
"The [X], who swore to follow Fable, is [Y]",1
"The [X], who thought of the confidence, is [Y]",1
"The [X], who watched them, is [Y]",2
"The [X], who tried walking, is [Y]",1
"The [X], who was late for both, is [Y]",1
"The [X], who was down on the grass, is [Y]",1
"The [X], who had binoculars for the circuit, is [Y]",1
"The [X], who watched the circle, is [Y]",1
"The [X], who was no stalls in racing, is [Y]",1
"The [X], who lined first, is [Y]",1
"The [X], who watched Lilyglit from the stands, is [Y]",1
"The [X], who found courage, is [Y]",1
"The [X], who pledged life, is [Y]",1
"The [X], who sat at home, is [Y]",1
"The [X], who telephoned her, is [Y]",1
"The [X], who tried the bookmakers, is [Y]",1
"The [X], who tried the telephone, is [Y]",1
"The [X], who leaved afraid, is [Y]",1
"The [X], who speeded over the flights, is [Y]",1
"The [X], who watched the Cones, is [Y]",1
"The [X], who had no intention, is [Y]",1
"The [X], who began at home, is [Y]",1
"The [X], who stood on the balcony, is [Y]",1
"The [X], who tried for years, is [Y]",1
"The [X], who put all skill, is [Y]",1
"The [X], who was simpler, is [Y]",2
"The [X], who was another race, is [Y]",2
"The [X], who liked runners, is [Y]",1
"The [X], who jumped the hurdles, is [Y]",1
"The [X], who telegraphed vigor, is [Y]",1
"The [X], who stretched the bend, is [Y]",1
"The [X], who felt foot, is [Y]",1
"The [X], who locked in the mane, is [Y]",1
"The [X], who was all on one side, is [Y]",1
"The [X], who dropped whip, is [Y]",1
"The [X], who was a flight of hurdles, is [Y]",1
"The [X], who let to hold himself, is [Y]",1
"The [X], who said an fear of hooves, is [Y]",1
"The [X], who jumped a cloth, is [Y]",1
"The [X], who shrugged action, is [Y]",1
"The [X], who had no hands, is [Y]",1
"The [X], who lost ten lengths, is [Y]",1
"The [X], who collected the reins, is [Y]",1
