template,frequency
"The [X], who was regiment, is [Y]",2
"The [X], who kept it, is [Y]",15
"The [X], who held it, is [Y]",3
"The [X], who laughed at me, is [Y]",2
"The [X], who was a nobleman, is [Y]",4
"The [X], who used a nobleman, is [Y]",2
"The [X], who used to be, is [Y]",4
"The [X], who daresayed the stock, is [Y]",2
"The [X], who tried to salute, is [Y]",2
"The [X], who appointed the Governor, is [Y]",2
"The [X], who appointed you, is [Y]",2
"The [X], who went to Selo, is [Y]",2
"The [X], who prevented me from you, is [Y]",2
"The [X], who was laudable, is [Y]",2
"The [X], who pinned hopes, is [Y]",2
"The [X], who kept me, is [Y]",3
"The [X], who walked Beware, is [Y]",2
"The [X], who was corner, is [Y]",2
"The [X], who took all decisions, is [Y]",2
"The [X], who was clever, is [Y]",4
"The [X], who read correspondence, is [Y]",2
"The [X], who started with, is [Y]",2
"The [X], who was requests, is [Y]",2
"The [X], who read, is [Y]",2
"The [X], who knew everything, is [Y]",3
"The [X], who leaved, is [Y]",8
"The [X], who stopped loathing, is [Y]",2
"The [X], who liked to tease the freaks, is [Y]",2
"The [X], who remembered that since days, is [Y]",2
"The [X], who payed a attention, is [Y]",2
"The [X], who studied this, is [Y]",2
"The [X], who was in front, is [Y]",2
"The [X], who was made with sovereigns, is [Y]",2
"The [X], who was calm, is [Y]",4
"The [X], who let start with the issues, is [Y]",2
"The [X], who was to bring the look, is [Y]",2
"The [X], who set an example, is [Y]",2
"The [X], who was notes, is [Y]",2
"The [X], who was to painted the that, is [Y]",2
"The [X], who was no riding along the streets, is [Y]",2
"The [X], who was to bare heads, is [Y]",2
"The [X], who was to decorated, is [Y]",4
"The [X], who was surprised, is [Y]",2
"The [X], who despised trifles, is [Y]",2
"The [X], who was pleased with you, is [Y]",2
"The [X], who was a baron, is [Y]",2
"The [X], who was a count, is [Y]",2
"The [X], who was the General of the capital, is [Y]",2
"The [X], who objected to me, is [Y]",2
"The [X], who was an sign of trust, is [Y]",2
"The [X], who was the keys, is [Y]",2
"The [X], who summonned you, is [Y]",2
"The [X], who calmed honey, is [Y]",2
"The [X], who stopped it, is [Y]",17
"The [X], who let herself, is [Y]",2
"The [X], who was daughter, is [Y]",2
"The [X], who was delicious, is [Y]",7
"The [X], who felt pity for the nymph, is [Y]",2
"The [X], who let us, is [Y]",4
"The [X], who wanted to go, is [Y]",6
"The [X], who had no dresses, is [Y]",2
"The [X], who made me, is [Y]",13
"The [X], who knew anyone, is [Y]",2
"The [X], who was the tsarina, is [Y]",2
"The [X], who was the heir, is [Y]",4
"The [X], who took the throne, is [Y]",2
"The [X], who stopped the music, is [Y]",2
"The [X], who made a gesture, is [Y]",2
"The [X], who was free, is [Y]",2
"The [X], who brought some wine, is [Y]",2
"The [X], who was amusing, is [Y]",2
"The [X], who looked like an Emperor, is [Y]",2
"The [X], who believed you, is [Y]",7
"The [X], who had a holiday, is [Y]",2
"The [X], who felt pity for her, is [Y]",2
"The [X], who believed the maid, is [Y]",2
"The [X], who saved honor, is [Y]",2
"The [X], who let Deribas, is [Y]",2
"The [X], who talked it, is [Y]",2
"The [X], who begged for audience, is [Y]",2
"The [X], who risked displeasing, is [Y]",2
"The [X], who took a seat, is [Y]",6
"The [X], who was known the catch, is [Y]",2
"The [X], who aimed at England, is [Y]",2
"The [X], who appealed to wisdom, is [Y]",2
"The [X], who prevented him from haste, is [Y]",2
"The [X], who had peculiar about that, is [Y]",2
"The [X], who was way of matters, is [Y]",2
"The [X], who made him, is [Y]",3
"The [X], who was tired, is [Y]",4
"The [X], who dismissed this Rogerson, is [Y]",2
"The [X], who was no need for this man, is [Y]",2
"The [X], who was sick, is [Y]",5
"The [X], who went to touch, is [Y]",2
"The [X], who packed, is [Y]",2
"The [X], who was heritage, is [Y]",2
"The [X], who was the son of a drunkard, is [Y]",2
"The [X], who was the way of life, is [Y]",2
"The [X], who spent three decades, is [Y]",2
"The [X], who faced the realities, is [Y]",2
"The [X], who belonged to the breed, is [Y]",2
"The [X], who was ready to change the world, is [Y]",2
"The [X], who listened to sovereign, is [Y]",2
"The [X], who dared oppose, is [Y]",2
"The [X], who leaved for England, is [Y]",2
"The [X], who was happy, is [Y]",11
"The [X], who accorded to the design, is [Y]",2
"The [X], who was the façade, is [Y]",2
"The [X], who was the facade with the church, is [Y]",2
"The [X], who ed in the background, is [Y]",2
"The [X], who was a bit, is [Y]",2
"The [X], who was appropriate, is [Y]",2
"The [X], who was castle, is [Y]",2
"The [X], who trusted opinion, is [Y]",2
"The [X], who was a symbol of reign, is [Y]",2
"The [X], who felt sick, is [Y]",6
"The [X], who scratched shoulder, is [Y]",2
"The [X], who was jealous, is [Y]",2
"The [X], who was about to leave, is [Y]",2
"The [X], who said he, is [Y]",2
"The [X], who made fun of castle, is [Y]",2
"The [X], who saddled the horses, is [Y]",2
"The [X], who hurt yourself, is [Y]",2
"The [X], who was nothing, is [Y]",3
"The [X], who was transported from places, is [Y]",2
"The [X], who was the walls, is [Y]",2
"The [X], who was the towers, is [Y]",2
"The [X], who departed everyone to Siberia, is [Y]",2
"The [X], who was overlooked that, is [Y]",2
"The [X], who was guilty, is [Y]",6
"The [X], who executed everyone, is [Y]",2
"The [X], who shot everyone, is [Y]",2
"The [X], who resumed the castle, is [Y]",2
"The [X], who announced daily in all locations, is [Y]",2
"The [X], who was dismissed, is [Y]",2
"The [X], who underlined some passages, is [Y]",2
"The [X], who was one of the books, is [Y]",2
"The [X], who seemed to handed everything, is [Y]",2
"The [X], who carried it on me, is [Y]",2
"The [X], who was enough to pay that, is [Y]",2
"The [X], who meant you, is [Y]",7
"The [X], who knew about it, is [Y]",2
"The [X], who opposed will, is [Y]",2
"The [X], who begged dismiss, is [Y]",2
"The [X], who remembered the story, is [Y]",2
"The [X], who revolted against father, is [Y]",2
"The [X], who was to built, is [Y]",2
"The [X], who ed wrong with him, is [Y]",2
"The [X], who begged to come you, is [Y]",2
"The [X], who wanted a tumbler, is [Y]",2
"The [X], who was invited you, is [Y]",2
"The [X], who looked like a ship, is [Y]",2
"The [X], who was pervaded with butchery, is [Y]",2
"The [X], who suspected everyone, is [Y]",2
"The [X], who was should abdicate Majesty, is [Y]",2
"The [X], who shoulded, is [Y]",2
"The [X], who was impossible, is [Y]",4
"The [X], who was on the verge, is [Y]",2
"The [X], who carried this, is [Y]",2
"The [X], who handed it, is [Y]",4
"The [X], who was a hothead, is [Y]",4
"The [X], who made any sense, is [Y]",2
"The [X], who was risky, is [Y]",2
"The [X], who went him, is [Y]",8
"The [X], who was a man, is [Y]",4
"The [X], who was aware of the way, is [Y]",2
"The [X], who was time, is [Y]",2
"The [X], who was a plan, is [Y]",2
"The [X], who was insane, is [Y]",2
"The [X], who raised a finger, is [Y]",2
"The [X], who was a traitor, is [Y]",4
"The [X], who was at disposal, is [Y]",2
"The [X], who spoke, is [Y]",2
"The [X], who went to the scaffold, is [Y]",2
"The [X], who heard this, is [Y]",2
"The [X], who was better than anything, is [Y]",2
"The [X], who meant bloodshed, is [Y]",2
"The [X], who had any force, is [Y]",2
"The [X], who needed to look the them, is [Y]",2
"The [X], who let Lord, is [Y]",2
"The [X], who ordered to built the castle, is [Y]",2
"The [X], who punished the workers, is [Y]",6
"The [X], who rewarded the workers, is [Y]",6
"The [X], who ordered, is [Y]",4
"The [X], who took it, is [Y]",31
"The [X], who was given a promise, is [Y]",2
"The [X], who gave a promise, is [Y]",4
"The [X], who needed dry, is [Y]",2
"The [X], who got dry, is [Y]",2
"The [X], who reported, is [Y]",4
"The [X], who forbade, is [Y]",2
"The [X], who summonned me, is [Y]",2
"The [X], who was Russia, is [Y]",4
"The [X], who helped me, is [Y]",3
"The [X], who appointed the General, is [Y]",2
"The [X], who was beyond strength, is [Y]",2
"The [X], who trusted to ask you, is [Y]",2
"The [X], who invoked the trepidation, is [Y]",2
"The [X], who stopped cunning, is [Y]",2
"The [X], who was executed, is [Y]",2
"The [X], who agreed to every whim, is [Y]",2
"The [X], who was fear, is [Y]",2
"The [X], who was to place trust, is [Y]",2
"The [X], who beared drudges, is [Y]",2
"The [X], who was generous, is [Y]",2
"The [X], who prepared a decree, is [Y]",2
"The [X], who was sagacious, is [Y]",2
"The [X], who was executed before this March, is [Y]",2
"The [X], who needed to make lists, is [Y]",2
"The [X], who placed hopes, is [Y]",2
"The [X], who expected news, is [Y]",2
"The [X], who took no position, is [Y]",2
"The [X], who was all ears, is [Y]",2
"The [X], who set camps, is [Y]",2
"The [X], who stayed generosity, is [Y]",2
"The [X], who was ready, is [Y]",12
"The [X], who brought disgrace upon seven marshals, is [Y]",2
"The [X], who continued relentlessly around the clock, is [Y]",2
"The [X], who kept the line, is [Y]",2
"The [X], who calmed, is [Y]",11
"The [X], who damned him, is [Y]",2
"The [X], who was in study, is [Y]",2
"The [X], who was he, is [Y]",14
"The [X], who lied with head, is [Y]",2
"The [X], who took any meals, is [Y]",2
"The [X], who was helpful, is [Y]",2
"The [X], who was last, is [Y]",2
"The [X], who put everything, is [Y]",2
"The [X], who had the honor, is [Y]",2
"The [X], who wanted to know everything, is [Y]",3
"The [X], who was order, is [Y]",4
"The [X], who was ready for anything, is [Y]",2
"The [X], who went nuts, is [Y]",2
"The [X], who hung on a thread, is [Y]",2
"The [X], who was about to start, is [Y]",2
"The [X], who went Dad, is [Y]",2
"The [X], who was afraid, is [Y]",3
"The [X], who killed me, is [Y]",8
"The [X], who was cunning, is [Y]",2
"The [X], who added a to the brand, is [Y]",2
"The [X], who started reading, is [Y]",2
"The [X], who dared laugh, is [Y]",2
"The [X], who exerted a influence, is [Y]",2
"The [X], who understood a thing, is [Y]",2
"The [X], who took a gulp, is [Y]",2
"The [X], who came just on shoulders, is [Y]",2
"The [X], who saw him, is [Y]",3
"The [X], who passed along the statue, is [Y]",2
"The [X], who saw a man, is [Y]",2
"The [X], who was low, is [Y]",2
"The [X], who saw face, is [Y]",3
"The [X], who asked who, is [Y]",3
"The [X], who took hat, is [Y]",2
"The [X], who recognized him, is [Y]",2
"The [X], who shook head, is [Y]",3
"The [X], who thought about that, is [Y]",2
"The [X], who thought about it, is [Y]",5
"The [X], who was fine, is [Y]",17
"The [X], who thought about years, is [Y]",2
"The [X], who thought about the castles, is [Y]",2
"The [X], who saw them, is [Y]",4
"The [X], who was joyful, is [Y]",2
"The [X], who was about to come, is [Y]",2
"The [X], who excused headache, is [Y]",2
"The [X], who gave a thought, is [Y]",2
"The [X], who trusted you, is [Y]",2
"The [X], who organized it, is [Y]",2
"The [X], who threw the masquerade, is [Y]",2
"The [X], who kept any feelings, is [Y]",2
"The [X], who permitted dancing, is [Y]",2
"The [X], who was wrong, is [Y]",5
"The [X], who went the thread, is [Y]",2
"The [X], who absorbed the way, is [Y]",2
"The [X], who grabbed dues, is [Y]",2
"The [X], who was on side, is [Y]",2
"The [X], who set a post, is [Y]",2
"The [X], who was masters, is [Y]",2
"The [X], who was the guards, is [Y]",2
"The [X], who let anybody, is [Y]",2
"The [X], who was intelligence, is [Y]",2
"The [X], who went to negotiate any hopes, is [Y]",2
"The [X], who stayed, is [Y]",12
"The [X], who wannaed some grog, is [Y]",2
"The [X], who raised the glasses, is [Y]",2
"The [X], who talked about a party, is [Y]",2
"The [X], who meant necessary, is [Y]",4
"The [X], who was damp, is [Y]",2
"The [X], who ed next, is [Y]",2
"The [X], who forgave me, is [Y]",3
"The [X], who finished, is [Y]",2
"The [X], who was the fortress, is [Y]",2
"The [X], who was the hall, is [Y]",2
"The [X], who was the hall of the knights, is [Y]",2
"The [X], who ed wrong with that, is [Y]",2
"The [X], who was a prisoner, is [Y]",2
"The [X], who was a Maltian by birth, is [Y]",2
"The [X], who suffered from me, is [Y]",2
"The [X], who was united, is [Y]",2
"The [X], who remembered Christmas, is [Y]",2
"The [X], who forgave wrong, is [Y]",2
"The [X], who felt good, is [Y]",2
"The [X], who was with me, is [Y]",2
"The [X], who called the doctor, is [Y]",4
"The [X], who brought some water, is [Y]",2
"The [X], who sided, is [Y]",2
"The [X], who was Deribos, is [Y]",2
"The [X], who summonned Palen to me, is [Y]",2
"The [X], who killed you, is [Y]",7
"The [X], who urged to proceed you, is [Y]",2
"The [X], who was already on the go, is [Y]",2
"The [X], who delivered a report, is [Y]",2
"The [X], who faced the light, is [Y]",2
"The [X], who was dispatched upon the decree, is [Y]",2
"The [X], who suffered from sleep, is [Y]",2
"The [X], who had a conscience, is [Y]",2
"The [X], who was for Majesty, is [Y]",2
"The [X], who had dreams, is [Y]",2
"The [X], who saw a dream, is [Y]",2
"The [X], who dreamt about, is [Y]",2
"The [X], who was ordered to occupy the principality, is [Y]",2
"The [X], who minded telling, is [Y]",2
"The [X], who was young, is [Y]",14
"The [X], who knew anything about the conspiracy, is [Y]",2
"The [X], who knew anything, is [Y]",3
"The [X], who kept silent about this, is [Y]",2
"The [X], who headed the plot, is [Y]",2
"The [X], who was transparent does talking, is [Y]",2
"The [X], who headed the conspirators, is [Y]",2
"The [X], who came to an arrangement, is [Y]",2
"The [X], who made a move, is [Y]",2
"The [X], who reported it to me, is [Y]",2
"The [X], who was on the tip, is [Y]",2
"The [X], who perished, is [Y]",2
"The [X], who believed that, is [Y]",3
"The [X], who thought would know more, is [Y]",2
"The [X], who was the list of the conspirators, is [Y]",2
"The [X], who included Highnesses, is [Y]",2
"The [X], who was all, is [Y]",5
"The [X], who did to them, is [Y]",2
"The [X], who put everyone in shackles, is [Y]",2
"The [X], who was a task, is [Y]",2
"The [X], who placed trust, is [Y]",2
"The [X], who was binary, is [Y]",2
"The [X], who executed me as a traitor, is [Y]",2
"The [X], who told to do me, is [Y]",3
"The [X], who was the decree, is [Y]",2
"The [X], who signed to act Sign, is [Y]",2
"The [X], who loved me, is [Y]",3
"The [X], who knew I, is [Y]",7
"The [X], who sacrificed soul, is [Y]",2
"The [X], who helped you, is [Y]",3
"The [X], who blest you, is [Y]",2
"The [X], who set things, is [Y]",2
"The [X], who ordered that, is [Y]",2
"The [X], who minded reading, is [Y]",2
"The [X], who was the decree about the arrest, is [Y]",2
"The [X], who ed What, is [Y]",2
"The [X], who said about Highness, is [Y]",2
"The [X], who faced a squad, is [Y]",2
"The [X], who was better, is [Y]",6
"The [X], who was alone, is [Y]",3
"The [X], who saved yourself, is [Y]",2
"The [X], who was ours, is [Y]",2
"The [X], who assured Majesty, is [Y]",2
"The [X], who believed me like a kid, is [Y]",2
"The [X], who was betrayed him, is [Y]",2
"The [X], who did that, is [Y]",10
"The [X], who betrayed me to him, is [Y]",2
"The [X], who betrayed in the run, is [Y]",2
"The [X], who worked for, is [Y]",2
"The [X], who hated him, is [Y]",4
"The [X], who hated despotism, is [Y]",2
"The [X], who used to say Highness, is [Y]",2
"The [X], who spoke about that, is [Y]",2
"The [X], who kept acting, is [Y]",2
"The [X], who saw mistaken, is [Y]",2
"The [X], who wanted it, is [Y]",6
"The [X], who was subject, is [Y]",2
"The [X], who learnt anything, is [Y]",2
"The [X], who did anything, is [Y]",10
"The [X], who stopped the madman, is [Y]",2
"The [X], who signed this, is [Y]",2
"The [X], who signed it, is [Y]",2
"The [X], who leaved me, is [Y]",12
"The [X], who judged you, is [Y]",2
"The [X], who cried at age, is [Y]",2
"The [X], who ed wrong with you, is [Y]",12
"The [X], who begged you in the name, is [Y]",2
"The [X], who stayed with me, is [Y]",5
"The [X], who was with you, is [Y]",3
"The [X], who invented a plot, is [Y]",2
"The [X], who arranged everything in a way, is [Y]",2
"The [X], who went some sleep, is [Y]",2
"The [X], who told to go us, is [Y]",2
"The [X], who took care of myself, is [Y]",2
"The [X], who ordered to wait, is [Y]",2
"The [X], who got angry, is [Y]",2
"The [X], who made an omelet, is [Y]",2
"The [X], who had the instruments, is [Y]",2
"The [X], who held the torch, is [Y]",2
"The [X], who was with a secret, is [Y]",2
"The [X], who broke it, is [Y]",4
"The [X], who was open, is [Y]",7
"The [X], who was of any service, is [Y]",2
"The [X], who brought a document, is [Y]",2
"The [X], who stopped Frenching, is [Y]",2
"The [X], who finished him, is [Y]",2
"The [X], who was arrested, is [Y]",2
"The [X], who was proclaimed the sovereign, is [Y]",2
"The [X], who was sovereign, is [Y]",2
"The [X], who was opportune, is [Y]",2
"The [X], who pressed him with a scarf, is [Y]",2
"The [X], who was the first, is [Y]",3
"The [X], who was bereft of Father, is [Y]",2
"The [X], who exited the building, is [Y]",2
"The [X], who raised the flag, is [Y]",2
"The [X], who took an oath, is [Y]",2
"The [X], who was a murderer, is [Y]",2
"The [X], who was to proceed the allegiance, is [Y]",2
"The [X], who passed, is [Y]",2
"The [X], who was to swear allegiance, is [Y]",2
"The [X], who opened, is [Y]",4
"The [X], who needed a painter, is [Y]",2
"The [X], who had to cut, is [Y]",2
"The [X], who showed him to the people, is [Y]",2
"The [X], who took this broad, is [Y]",2
"The [X], who listened to order, is [Y]",2
"The [X], who welcomed to the throne, is [Y]",2
"The [X], who felt better, is [Y]",2
"The [X], who abdicated the Republic, is [Y]",2
"The [X], who had to told something, is [Y]",2
"The [X], who told them about the republic, is [Y]",2
"The [X], who told them, is [Y]",5
"The [X], who passed the ways, is [Y]",2
"The [X], who took care, is [Y]",7
"The [X], who fetched them to the flames, is [Y]",2
"The [X], who lived Alexander, is [Y]",2
"The [X], who was a celebration, is [Y]",2
"The [X], who brought some tickets, is [Y]",1
"The [X], who ed a hurricane of Baja, is [Y]",1
"The [X], who invented the mic, is [Y]",3
"The [X], who was Angels, is [Y]",1
"The [X], who ºied adaptarea, is [Y]",1
"The [X], who got brain, is [Y]",5
"The [X], who raised head, is [Y]",5
"The [X], who put him in suppression, is [Y]",5
"The [X], who ed pressure, is [Y]",5
"The [X], who maintained perfusion, is [Y]",10
"The [X], who temperatured, is [Y]",3
"The [X], who loaded him with Dilantin, is [Y]",5
"The [X], who needed two Fraziers, is [Y]",3
"The [X], who got to stop this bleeding, is [Y]",7
"The [X], who needed Gelfoam, is [Y]",3
"The [X], who smelt awful, is [Y]",5
"The [X], who was fenugreek, is [Y]",5
"The [X], who tried some, is [Y]",3
"The [X], who put a syrup, is [Y]",5
"The [X], who hurried, is [Y]",8
"The [X], who wanted late for funeral, is [Y]",4
"The [X], who got plenty of time, is [Y]",5
"The [X], who got nothing but time, is [Y]",5
"The [X], who existed, is [Y]",4
"The [X], who told to cremated you, is [Y]",5
"The [X], who reversed it, is [Y]",5
"The [X], who let try, is [Y]",5
"The [X], who took a break, is [Y]",5
"The [X], who got nose, is [Y]",5
"The [X], who looked at that face, is [Y]",5
"The [X], who looked at this person, is [Y]",5
"The [X], who loved it, is [Y]",16
"The [X], who woke herself, is [Y]",9
"The [X], who freaked the it, is [Y]",10
"The [X], who remembered little, is [Y]",6
"The [X], who fell out bed, is [Y]",6
"The [X], who woke me, is [Y]",8
"The [X], who was scared was fall what, is [Y]",5
"The [X], who happened to me, is [Y]",10
"The [X], who lost you, is [Y]",4
"The [X], who got the hiccups, is [Y]",7
"The [X], who shook him, is [Y]",5
"The [X], who was a place, is [Y]",4
"The [X], who needed to learn that, is [Y]",5
"The [X], who was and, is [Y]",4
"The [X], who started farting, is [Y]",5
"The [X], who thanked high, is [Y]",5
"The [X], who called me, is [Y]",14
"The [X], who was all crooks, is [Y]",5
"The [X], who elected one party, is [Y]",3
"The [X], who wanted the piece, is [Y]",18
"The [X], who ate meat, is [Y]",5
"The [X], who voted for Nader, is [Y]",5
"The [X], who let head, is [Y]",3
"The [X], who got colds, is [Y]",5
"The [X], who saved some room, is [Y]",5
"The [X], who tried to sabotage diet, is [Y]",5
"The [X], who supported commitment, is [Y]",5
"The [X], who had crude, is [Y]",5
"The [X], who punished you through me, is [Y]",5
"The [X], who wished it, is [Y]",5
"The [X], who waited for you, is [Y]",10
"The [X], who thanked God for favours, is [Y]",3
"The [X], who was seen this one, is [Y]",6
"The [X], who was Dr, is [Y]",3
"The [X], who watched this for, is [Y]",4
"The [X], who flapped trap, is [Y]",4
"The [X], who liked this show, is [Y]",5
"The [X], who was split in two, is [Y]",3
"The [X], who tried billion, is [Y]",5
"The [X], who went na happen, is [Y]",5
"The [X], who ended a we, is [Y]",4
"The [X], who remembered Copenhagen, is [Y]",5
"The [X], who kept telling, is [Y]",5
"The [X], who saw this one, is [Y]",4
"The [X], who needed some questions, is [Y]",3
"The [X], who believed the behaviour, is [Y]",3
"The [X], who was alive, is [Y]",8
"The [X], who was this heaven, is [Y]",4
"The [X], who believed the universe, is [Y]",3
"The [X], who got one choice, is [Y]",3
"The [X], who thought about this, is [Y]",3
"The [X], who was dead, is [Y]",7
"The [X], who was talking, is [Y]",3
"The [X], who opened the box, is [Y]",4
"The [X], who fucked it, is [Y]",5
"The [X], who woke, is [Y]",4
"The [X], who died damage, is [Y]",3
"The [X], who was lucky, is [Y]",6
"The [X], who was beautiful, is [Y]",5
"The [X], who had the inlay, is [Y]",5
"The [X], who got this, is [Y]",5
"The [X], who had to have a lot, is [Y]",5
"The [X], who turned us, is [Y]",3
"The [X], who believed fast, is [Y]",5
"The [X], who was fast, is [Y]",5
"The [X], who looked happy, is [Y]",5
"The [X], who told me about this thing, is [Y]",5
"The [X], who became a profession, is [Y]",5
"The [X], who wanted to spend a weekend, is [Y]",5
"The [X], who made weird, is [Y]",5
"The [X], who was in Scorpio, is [Y]",3
"The [X], who was nt in anything, is [Y]",5
"The [X], who bored, is [Y]",3
"The [X], who made some salad, is [Y]",5
"The [X], who needed the protein, is [Y]",4
"The [X], who put the kitty, is [Y]",9
"The [X], who took fenugreek, is [Y]",5
"The [X], who heard of that, is [Y]",7
"The [X], who was painful for me, is [Y]",8
"The [X], who caught, is [Y]",8
"The [X], who ed enough, is [Y]",8
"The [X], who was sweat, is [Y]",5
"The [X], who was glands, is [Y]",5
"The [X], who wished more, is [Y]",3
"The [X], who was better for knees, is [Y]",3
"The [X], who got to work, is [Y]",3
"The [X], who wanted a hit, is [Y]",5
"The [X], who thought to buy somebody, is [Y]",3
"The [X], who bought it, is [Y]",5
"The [X], who liked them, is [Y]",5
"The [X], who ed nice, is [Y]",3
"The [X], who ed weird, is [Y]",5
"The [X], who grabbed the bag, is [Y]",5
"The [X], who felt criticised, is [Y]",3
"The [X], who felt like nothing, is [Y]",5
"The [X], who was the person, is [Y]",3
"The [X], who wanted anyone except you, is [Y]",3
"The [X], who was about, is [Y]",7
"The [X], who got chance, is [Y]",5
"The [X], who was random, is [Y]",5
"The [X], who let on, is [Y]",5
"The [X], who was of, is [Y]",6
"The [X], who edited myself, is [Y]",5
"The [X], who guessed I, is [Y]",4
"The [X], who knew more, is [Y]",3
"The [X], who had to share some feelings, is [Y]",5
"The [X], who hated job, is [Y]",5
"The [X], who oughted able to blow steam, is [Y]",3
"The [X], who thought fair, is [Y]",5
"The [X], who wanted any feelings, is [Y]",5
"The [X], who used to, is [Y]",5
"The [X], who ed life, is [Y]",5
"The [X], who seemed comfortable in that arena, is [Y]",5
"The [X], who liked to do, is [Y]",5
"The [X], who went to movies, is [Y]",5
"The [X], who went to dinner, is [Y]",5
"The [X], who used to play ball, is [Y]",3
"The [X], who was better than me, is [Y]",3
"The [X], who was a joke, is [Y]",6
"The [X], who said that, is [Y]",10
"The [X], who made inadequate, is [Y]",5
"The [X], who did on own, is [Y]",5
"The [X], who kept me from, is [Y]",5
"The [X], who was cops, is [Y]",6
"The [X], who saw em, is [Y]",3
"The [X], who had any friends, is [Y]",6
"The [X], who ed true, is [Y]",6
"The [X], who ed a group of directors, is [Y]",5
"The [X], who hated those guys, is [Y]",5
"The [X], who was out time, is [Y]",5
"The [X], who tried to focus what, is [Y]",5
"The [X], who went na have head, is [Y]",5
"The [X], who had the hiccups, is [Y]",5
"The [X], who got that from daddy, is [Y]",5
"The [X], who was a baby, is [Y]",3
"The [X], who got some water, is [Y]",6
"The [X], who burped her, is [Y]",3
"The [X], who thought the vu, is [Y]",5
"The [X], who was people, is [Y]",6
"The [X], who met, is [Y]",11
"The [X], who hated to keep, is [Y]",5
"The [X], who parked in the driveway, is [Y]",5
"The [X], who was two cars, is [Y]",5
"The [X], who ed excuse, is [Y]",5
"The [X], who dropped, is [Y]",6
"The [X], who got a sign, is [Y]",3
"The [X], who put it on the street, is [Y]",5
"The [X], who moved it, is [Y]",4
"The [X], who was silly, is [Y]",3
"The [X], who hosted an gathering, is [Y]",3
"The [X], who was more than 30, is [Y]",5
"The [X], who had time, is [Y]",5
"The [X], who took time, is [Y]",4
"The [X], who ed energetic, is [Y]",5
"The [X], who ed a lunatic, is [Y]",5
"The [X], who was on way, is [Y]",5
"The [X], who was to found, is [Y]",3
"The [X], who answered cellphone, is [Y]",3
"The [X], who ed much, is [Y]",3
"The [X], who was in two places, is [Y]",3
"The [X], who layed the lecturing, is [Y]",4
"The [X], who was partner, is [Y]",5
"The [X], who was a director, is [Y]",4
"The [X], who made a me, is [Y]",3
"The [X], who had to draw this guy, is [Y]",5
"The [X], who sounded fun, is [Y]",10
"The [X], who wannaed an illustrator, is [Y]",3
"The [X], who said to know everything, is [Y]",3
"The [X], who got creative, is [Y]",5
"The [X], who looked at this girl, is [Y]",5
"The [X], who was the face of God, is [Y]",5
"The [X], who ed stuff, is [Y]",3
"The [X], who helped with her, is [Y]",3
"The [X], who got to help Carol, is [Y]",3
"The [X], who took the poop, is [Y]",5
"The [X], who was formed, is [Y]",4
"The [X], who was like an poop, is [Y]",3
"The [X], who lived with a baby, is [Y]",3
"The [X], who was pure, is [Y]",5
"The [X], who turned you into a idiot, is [Y]",5
"The [X], who was tough, is [Y]",5
"The [X], who dropped Folger, is [Y]",5
"The [X], who got the funeral, is [Y]",10
"The [X], who gave a hand, is [Y]",6
"The [X], who had homework, is [Y]",5
"The [X], who payed 50 bucks, is [Y]",3
"The [X], who payed a service, is [Y]",5
"The [X], who boxed, is [Y]",5
"The [X], who did it till four, is [Y]",4
"The [X], who took seven hours, is [Y]",5
"The [X], who had able to do it, is [Y]",5
"The [X], who was the box, is [Y]",5
"The [X], who hired to do me, is [Y]",5
"The [X], who went na need that, is [Y]",5
"The [X], who met Tool, is [Y]",5
"The [X], who worked on it, is [Y]",3
"The [X], who hung we, is [Y]",5
"The [X], who thought I, is [Y]",15
"The [X], who got this thing, is [Y]",4
"The [X], who was supposed to, is [Y]",3
"The [X], who wanted a beer, is [Y]",5
"The [X], who amazed me, is [Y]",5
"The [X], who was bottled as an source, is [Y]",5
"The [X], who saved the world, is [Y]",4
"The [X], who felt tired, is [Y]",3
"The [X], who thought a mom, is [Y]",5
"The [X], who transformed life, is [Y]",5
"The [X], who imagined going, is [Y]",5
"The [X], who wanted to, is [Y]",9
"The [X], who was worth, is [Y]",7
"The [X], who payed any attention, is [Y]",5
"The [X], who was nervous, is [Y]",3
"The [X], who had to pitch, is [Y]",5
"The [X], who was boss, is [Y]",6
"The [X], who stopped looking, is [Y]",5
"The [X], who swam laps in the morning, is [Y]",5
"The [X], who used able to do that, is [Y]",3
"The [X], who was a way, is [Y]",3
"The [X], who was Artemis, is [Y]",4
"The [X], who went to do a what, is [Y]",5
"The [X], who did a man, is [Y]",5
"The [X], who appreciated the hostility, is [Y]",5
"The [X], who talked to him, is [Y]",5
"The [X], who went to swim, is [Y]",3
"The [X], who was ready for the choi, is [Y]",5
"The [X], who added pepper, is [Y]",13
"The [X], who felt shamed, is [Y]",5
"The [X], who was angry with you, is [Y]",5
"The [X], who wanted control, is [Y]",5
"The [X], who had a pepper, is [Y]",5
"The [X], who knew a deal, is [Y]",5
"The [X], who heard what, is [Y]",5
"The [X], who was intention, is [Y]",5
"The [X], who grew a anger, is [Y]",5
"The [X], who ed what intimacy, is [Y]",4
"The [X], who grew a anything, is [Y]",5
"The [X], who hit each other, is [Y]",5
"The [X], who scarred you, is [Y]",4
"The [X], who meant comfortable with you, is [Y]",5
"The [X], who picked the cleaning, is [Y]",5
