template,frequency
"The [X], who was important to understand the context, is [Y]",1
"The [X], who was some tips, is [Y]",12
"The [X], who looked for patterns, is [Y]",3
"The [X], who considered the use, is [Y]",1
"The [X], who thought about the mood, is [Y]",1
"The [X], who researched the artist, is [Y]",1
"The [X], who visited museums, is [Y]",1
"The [X], who participated in projects, is [Y]",1
"The [X], who understood to appreciate the principles, is [Y]",1
"The [X], who continued to explore art, is [Y]",1
"The [X], who was a type of fuel, is [Y]",1
"The [X], who was seen as an alternative, is [Y]",1
"The [X], who was a topic of controversy, is [Y]",1
"The [X], who explored the pros, is [Y]",1
"The [X], who was Biofuels, is [Y]",1
"The [X], who was fuels, is [Y]",1
"The [X], who was used in place, is [Y]",1
"The [X], who was considered a source of energy, is [Y]",1
"The [X], who produced emissions, is [Y]",2
"The [X], who was produced them, is [Y]",1
"The [X], who supported the industry, is [Y]",1
"The [X], who required amounts, is [Y]",2
"The [X], who drove the cost, is [Y]",3
"The [X], who led to pollution, is [Y]",3
"The [X], who was a resource due factors, is [Y]",1
"The [X], who was important to consider the consequences, is [Y]",2
"The [X], who was important to weigh the pros, is [Y]",1
"The [X], who referred to the variation, is [Y]",1
"The [X], who was an aspect of evolution, is [Y]",2
"The [X], who was Diversity, is [Y]",1
"The [X], who was defined as the variation, is [Y]",1
"The [X], who arose from mutation, is [Y]",1
"The [X], who was essential for the survival, is [Y]",1
"The [X], who made diversity, is [Y]",1
"The [X], who led to estimates, is [Y]",1
"The [X], who had diversity, is [Y]",1
"The [X], who appeared a correlation between diversity, is [Y]",1
"The [X], who was no correlation with size, is [Y]",1
"The [X], who was essential for the process, is [Y]",2
"The [X], who was better to adapt extinction, is [Y]",1
"The [X], who identified populations, is [Y]",1
"The [X], who chanced events, is [Y]",1
"The [X], who developed strategies, is [Y]",4
"The [X], who understood the Economics, is [Y]",1
"The [X], who was one of the industries, is [Y]",1
"The [X], who was licensing, is [Y]",1
"The [X], who was designed qualified, is [Y]",1
"The [X], who drove the price, is [Y]",1
"The [X], who created a barrier, is [Y]",1
"The [X], who led to a lack, is [Y]",3
"The [X], who led to shortages, is [Y]",1
"The [X], who was seen in the field, is [Y]",1
"The [X], who was required to obtain a license, is [Y]",1
"The [X], who limited the number, is [Y]",1
"The [X], who was important to consider the impact, is [Y]",1
"The [X], who shared thoughts, is [Y]",1
"The [X], who explored ways, is [Y]",3
"The [X], who tried Something, is [Y]",1
"The [X], who was rewarding, is [Y]",1
"The [X], who expanded horizons, is [Y]",1
"The [X], who led to growth, is [Y]",2
"The [X], who was ideas, is [Y]",1
"The [X], who chose would try a activity, is [Y]",1
"The [X], who took a class, is [Y]",1
"The [X], who was anything from painting, is [Y]",1
"The [X], who explored places, is [Y]",2
"The [X], who tried joining, is [Y]",1
"The [X], who was a club, is [Y]",4
"The [X], who stimulated brains, is [Y]",1
"The [X], who was scary can reduce stress, is [Y]",1
"The [X], who helped confidence, is [Y]",4
"The [X], who strengthened relationships, is [Y]",1
"The [X], who went something, is [Y]",1
"The [X], who learnt to write a article, is [Y]",2
"The [X], who was a form of writing, is [Y]",2
"The [X], who wrote in a manner, is [Y]",1
"The [X], who followed a structure, is [Y]",4
"The [X], who captured the readers, is [Y]",2
"The [X], who answered the who, is [Y]",1
"The [X], who came play, is [Y]",1
"The [X], who provided information, is [Y]",19
"The [X], who included to explain any information, is [Y]",1
"The [X], who was superb, is [Y]",1
"The [X], who attended the event, is [Y]",1
"The [X], who concerned to celebrate the homecoming, is [Y]",1
"The [X], who summarized the points, is [Y]",2
"The [X], who leaved the reader, is [Y]",1
"The [X], who showcased the talents, is [Y]",1
"The [X], who was a tribute to 30 years, is [Y]",1
"The [X], who covered the introduction, is [Y]",1
"The [X], who created a article, is [Y]",1
"The [X], who explored a environment, is [Y]",1
"The [X], who discussed the benefits, is [Y]",2
"The [X], who was important to maintain a environment, is [Y]",2
"The [X], who increased productivity, is [Y]",3
"The [X], who enhanced being, is [Y]",1
"The [X], who maintained a environment, is [Y]",3
"The [X], who used techniques, is [Y]",1
"The [X], who inspected equipment, is [Y]",1
"The [X], who was crucial to prevent the spread, is [Y]",2
"The [X], who prevented malfunctions, is [Y]",2
"The [X], who attracted customers, is [Y]",2
"The [X], who continued to maintain a environment, is [Y]",1
"The [X], who was an part of any websites, is [Y]",1
"The [X], who learnt about ownership, is [Y]",3
"The [X], who was the address of a website, is [Y]",1
"The [X], who was a name, is [Y]",1
"The [X], who was the Owner of a Name, is [Y]",1
"The [X], who was the person, is [Y]",1
"The [X], who had control, is [Y]",1
"The [X], who registered a Name, is [Y]",1
"The [X], who needed to find an registrar, is [Y]",1
"The [X], who searched for one, is [Y]",1
"The [X], who registered name, is [Y]",2
"The [X], who was a database, is [Y]",3
"The [X], who included the information, is [Y]",2
"The [X], who was used to verify the ownership, is [Y]",1
"The [X], who accessed a Record, is [Y]",1
"The [X], who accessed a record, is [Y]",1
"The [X], who was services, is [Y]",1
"The [X], who entered to search the name, is [Y]",1
"The [X], who used to create it, is [Y]",1
"The [X], who created a website, is [Y]",3
"The [X], who was an part of address, is [Y]",1
"The [X], who was crucial to establish an presence, is [Y]",2
"The [X], who protected identity, is [Y]",1
"The [X], who was a Database, is [Y]",2
"The [X], who was a type of database, is [Y]",1
"The [X], who was different from databases, is [Y]",1
"The [X], who used a Database, is [Y]",2
"The [X], who was used databases, is [Y]",1
"The [X], who was useful for posts, is [Y]",1
"The [X], who was useful for data, is [Y]",1
"The [X], who was types of databases, is [Y]",1
"The [X], who had suited for types, is [Y]",1
"The [X], who included MongoDB, is [Y]",1
"The [X], who used a architecture, is [Y]",1
"The [X], who read operations, is [Y]",1
"The [X], who used splitting, is [Y]",1
"The [X], who made data, is [Y]",1
"The [X], who used specific to the type, is [Y]",1
"The [X], who used a syntax, is [Y]",1
"The [X], who needed to choose a type, is [Y]",1
"The [X], who needed to set a server, is [Y]",1
"The [X], who needed to create a database, is [Y]",1
"The [X], who involved specifying, is [Y]",1
"The [X], who used a interface, is [Y]",1
"The [X], who used the command, is [Y]",5
"The [X], who queried it, is [Y]",1
"The [X], who used an command, is [Y]",1
"The [X], who used a command, is [Y]",1
"The [X], who handled amounts, is [Y]",1
"The [X], who allowed for the storage, is [Y]",1
"The [X], who had latency, is [Y]",1
"The [X], who required to set knowledge, is [Y]",1
"The [X], who lacked some of the features, is [Y]",1
"The [X], who was no language for databases, is [Y]",1
"The [X], who was an tool for data, is [Y]",3
"The [X], who learnt about abuses, is [Y]",1
"The [X], who discussed important, is [Y]",3
"The [X], who learnt about the role, is [Y]",13
"The [X], who was Rights, is [Y]",2
"The [X], who was rights, is [Y]",1
"The [X], who included the right, is [Y]",1
"The [X], who was accused of citizens, is [Y]",1
"The [X], who was a minority, is [Y]",1
"The [X], who was denied rights, is [Y]",1
"The [X], who was accused of a violence, is [Y]",1
"The [X], who called for the release, is [Y]",2
"The [X], who established a mission, is [Y]",1
"The [X], who found evidence of crimes, is [Y]",1
"The [X], who urged to allow the government, is [Y]",1
"The [X], who had an role, is [Y]",1
"The [X], who worked towards a world, is [Y]",1
"The [X], who found in 1945, is [Y]",1
"The [X], who educated students about the dangers, is [Y]",1
"The [X], who began by, is [Y]",4
"The [X], who discussed the risks, is [Y]",3
"The [X], who showed to analyze the image, is [Y]",1
"The [X], who asked a sport, is [Y]",1
"The [X], who explained that, is [Y]",1
"The [X], who introduced the steps, is [Y]",1
"The [X], who taught students about the importance, is [Y]",1
"The [X], who asked to brainstorm students, is [Y]",1
"The [X], who used to illustrate an example, is [Y]",1
"The [X], who taught to apply students, is [Y]",1
"The [X], who gave a worksheet, is [Y]",1
"The [X], who watched taken, is [Y]",1
"The [X], who discussed as a class, is [Y]",1
"The [X], who created list, is [Y]",1
"The [X], who encouraged to apply students, is [Y]",1
"The [X], who seemed like a activity, is [Y]",1
"The [X], who learnt to find the merchandise, is [Y]",1
"The [X], who was merchandise, is [Y]",1
"The [X], who wore it, is [Y]",1
"The [X], who found the deals, is [Y]",1
"The [X], who wore merchandise, is [Y]",1
"The [X], who considered accessories, is [Y]",1
"The [X], who showed support, is [Y]",1
"The [X], who ensured they, is [Y]",1
"The [X], who was able to find the merchandise, is [Y]",1
"The [X], who was able to find items, is [Y]",1
"The [X], who remembered to wear merchandise, is [Y]",1
"The [X], who was Mathematics, is [Y]",2
"The [X], who was the study of numbers, is [Y]",3
"The [X], who was used in life, is [Y]",3
"The [X], who was essential for careers, is [Y]",1
"The [X], who was types of mathematics, is [Y]",2
"The [X], who involved calculating, is [Y]",2
"The [X], who involved using, is [Y]",15
"The [X], who was essential for cooking, is [Y]",1
"The [X], who was an subject, is [Y]",5
"The [X], who developed valuable in areas, is [Y]",1
"The [X], who was a subject, is [Y]",1
"The [X], who examined the sense, is [Y]",1
"The [X], who delved into heritage, is [Y]",1
"The [X], who learnt about the dismissal, is [Y]",1
"The [X], who was unnoticed, is [Y]",1
"The [X], who started by the God, is [Y]",1
"The [X], who was a part of the Mass, is [Y]",2
"The [X], who gave in the form, is [Y]",1
"The [X], who was an part of the Mass, is [Y]",2
"The [X], who reminded us, is [Y]",2
"The [X], who gave at the end, is [Y]",1
"The [X], who was responsible for the people, is [Y]",2
"The [X], who was ordained ministers, is [Y]",1
"The [X], who was an part of the Church, is [Y]",1
"The [X], who learnt about additive, is [Y]",1
"The [X], who was additive, is [Y]",2
"The [X], who was designed to measure the amount, is [Y]",1
"The [X], who was in, is [Y]",8
"The [X], who worked by the volume, is [Y]",1
"The [X], who calculated the amount, is [Y]",1
"The [X], who used to ensure algorithms, is [Y]",1
"The [X], who used in the industries, is [Y]",1
"The [X], who controlled to enhance the addition, is [Y]",1
"The [X], who maintained the viscosity, is [Y]",1
"The [X], who was benefits, is [Y]",2
"The [X], who helped produce, is [Y]",1
"The [X], who was designed to reduce times, is [Y]",1
"The [X], who was devices in the industries, is [Y]",1
"The [X], who appreciated importance, is [Y]",6
"The [X], who understood Rhetoric, is [Y]",1
"The [X], who was the use of language, is [Y]",1
"The [X], who was types of rhetoric, is [Y]",1
"The [X], who used facts, is [Y]",1
"The [X], who used to connect stories, is [Y]",1
"The [X], who used the reputation, is [Y]",1
"The [X], who was rhetoric, is [Y]",1
"The [X], who was the types, is [Y]",11
"The [X], who asked ourselves, is [Y]",2
"The [X], who was the audience, is [Y]",2
"The [X], who was the message, is [Y]",4
"The [X], who was used to persuade the audience, is [Y]",1
"The [X], who was factual, is [Y]",1
"The [X], who was credible, is [Y]",2
"The [X], who analyzed rhetoric, is [Y]",1
"The [X], who asked factual, is [Y]",1
"The [X], who needed to invest, is [Y]",1
"The [X], who was an example of rhetoric, is [Y]",3
"The [X], who appealed to logic, is [Y]",1
"The [X], who had worried about the future, is [Y]",1
"The [X], who wanted you, is [Y]",1
"The [X], who appealed to emotions, is [Y]",1
"The [X], who appealed to credibility, is [Y]",1
"The [X], who evaluated the messages, is [Y]",1
"The [X], who explored to document ownership, is [Y]",1
"The [X], who referred to the right, is [Y]",1
"The [X], who was important to document ownership, is [Y]",1
"The [X], who was documented through maps, is [Y]",1
"The [X], who was an example of a document, is [Y]",1
"The [X], who gathered from this map, is [Y]",1
"The [X], who used to learn this information, is [Y]",1
"The [X], who was objects, is [Y]",2
"The [X], who found on the County, is [Y]",1
"The [X], who provided a connection, is [Y]",1
"The [X], who used to learn landmarks, is [Y]",1
"The [X], who was the documents, is [Y]",1
"The [X], who needed to take care, is [Y]",1
"The [X], who restored the print, is [Y]",1
"The [X], who took to preserve documents, is [Y]",1
"The [X], who explored the process, is [Y]",10
"The [X], who appreciated history, is [Y]",1
"The [X], who learnt about a technique, is [Y]",1
"The [X], who was to understand the principles, is [Y]",1
"The [X], who was a technique, is [Y]",15
"The [X], who was done by the polarizers, is [Y]",1
"The [X], who resulted in a background, is [Y]",1
"The [X], who exhibited a phenomenon, is [Y]",1
"The [X], who resulted in a scattering, is [Y]",2
"The [X], who was an extension of microscopy, is [Y]",2
"The [X], who was the purpose, is [Y]",7
"The [X], who answered, is [Y]",11
"The [X], who was to enhance the contrast, is [Y]",1
"The [X], who occurred the electrons, is [Y]",1
"The [X], who improved the contrast, is [Y]",1
"The [X], who was useful for nanoparticles, is [Y]",1
"The [X], who was the imaging of nanoparticles, is [Y]",1
"The [X], who was visualized inside the cells, is [Y]",1
"The [X], who learnt about the principles, is [Y]",7
"The [X], who explored the applications, is [Y]",3
"The [X], who applied this technique, is [Y]",1
"The [X], who was a system of government, is [Y]",1
"The [X], who was based on the principle, is [Y]",1
"The [X], who was Democracy, is [Y]",1
"The [X], who got to choose leaders, is [Y]",1
"The [X], who voted for candidates, is [Y]",1
"The [X], who was done through a process, is [Y]",2
"The [X], who voted for the candidates, is [Y]",1
"The [X], who voted for the candidate, is [Y]",1
"The [X], who met laws, is [Y]",1
"The [X], who was meant to serve the interests, is [Y]",1
"The [X], who gave a sense, is [Y]",2
"The [X], who was accountable to the people, is [Y]",1
"The [X], who was an system of government, is [Y]",1
"The [X], who participated a future, is [Y]",1
"The [X], who learnt about the particles, is [Y]",1
"The [X], who explored the discovery, is [Y]",1
"The [X], who was Particles, is [Y]",1
"The [X], who was the blocks of matter, is [Y]",1
"The [X], who was a particle, is [Y]",1
"The [X], who was able to detect the constituent, is [Y]",1
"The [X], who was a breakthrough in the field, is [Y]",2
"The [X], who referred to materials, is [Y]",1
"The [X], who was a mystery for decades, is [Y]",1
"The [X], who was a type of computer, is [Y]",1
"The [X], who existed in states, is [Y]",1
"The [X], who helped to create qubits, is [Y]",1
"The [X], who was important to study particles, is [Y]",1
"The [X], who was what, is [Y]",3
"The [X], who opened avenues, is [Y]",1
"The [X], who was a unit of measurement, is [Y]",1
"The [X], who was used to describe the amount, is [Y]",1
"The [X], who learnt to convert moles, is [Y]",2
"The [X], who covered three types, is [Y]",2
"The [X], who converted from Mass, is [Y]",1
"The [X], who was defined as the amount, is [Y]",1
"The [X], who was known as number, is [Y]",1
"The [X], who used the formula, is [Y]",13
"The [X], who was the mass of the substance, is [Y]",1
"The [X], who converted 50 grams, is [Y]",1
"The [X], who had a mass, is [Y]",1
"The [X], who converted Particles to Moles, is [Y]",1
"The [X], who was the number of particles, is [Y]",1
"The [X], who calculated the moles, is [Y]",2
"The [X], who converted Volume to Moles, is [Y]",1
"The [X], who used the law, is [Y]",1
"The [X], who was the constant, is [Y]",1
"The [X], who converted volume to moles, is [Y]",1
"The [X], who used the volume of gas, is [Y]",1
"The [X], who occupied 22.4 liters, is [Y]",2
"The [X], who calculated using, is [Y]",1
"The [X], who discussed the concept, is [Y]",2
"The [X], who applied skills, is [Y]",9
"The [X], who was an source of information, is [Y]",1
"The [X], who was complex to understand, is [Y]",2
"The [X], who taught to read you, is [Y]",2
"The [X], who was crucial to comprehend the story, is [Y]",1
"The [X], who contained messages, is [Y]",1
"The [X], who learnt to read the story, is [Y]",1
"The [X], who started analyzing, is [Y]",2
"The [X], who compared the patterns, is [Y]",1
"The [X], who indicated a market, is [Y]",1
"The [X], who looked for the Picture, is [Y]",1
"The [X], who tried to understand the context, is [Y]",1
"The [X], who indicated a shift, is [Y]",1
"The [X], who used this knowledge, is [Y]",1
"The [X], who stayed the decisions, is [Y]",1
"The [X], who became at, is [Y]",3
"The [X], who made a article, is [Y]",1
"The [X], who became an expert at reading, is [Y]",1
"The [X], who remembered to stay the skills, is [Y]",1
"The [X], who was equipped to make decisions, is [Y]",1
"The [X], who was an drug, is [Y]",3
"The [X], who was shown effective in patients, is [Y]",1
"The [X], who was established, is [Y]",1
"The [X], who was to determine the safety, is [Y]",1
"The [X], who was a procedure, is [Y]",2
"The [X], who was safe in patients, is [Y]",1
"The [X], who was conducted on 221 patients, is [Y]",1
"The [X], who was divided into two groups, is [Y]",1
"The [X], who received acid, is [Y]",1
"The [X], who was similar, is [Y]",1
"The [X], who was mortality, is [Y]",1
"The [X], who consisted of 2 patients, is [Y]",1
"The [X], who was no difference in the incidence, is [Y]",2
"The [X], who appeared safe in patients, is [Y]",1
"The [X], who was needed to confirm these findings, is [Y]",3
"The [X], who administered to patients, is [Y]",1
"The [X], who was considered based, is [Y]",1
"The [X], who learnt about events, is [Y]",1
"The [X], who covered the difference, is [Y]",1
"The [X], who was an occurrence, is [Y]",1
"The [X], who helped personnel, is [Y]",1
"The [X], who allowed for preparation, is [Y]",1
"The [X], who determined the likelihood, is [Y]",1
"The [X], who created a plan, is [Y]",8
"The [X], who included plans, is [Y]",1
"The [X], who coordinated with all stakeholders, is [Y]",1
"The [X], who monitored the event, is [Y]",1
"The [X], who evaluated the effectiveness, is [Y]",1
"The [X], who needed to consider control, is [Y]",1
"The [X], who implemented measures, is [Y]",1
"The [X], who worked with authorities, is [Y]",1
"The [X], who involved assessing, is [Y]",1
"The [X], who provided for a event, is [Y]",1
"The [X], who was applied to areas, is [Y]",4
"The [X], who worked by the cells, is [Y]",1
"The [X], who learnt about the pharmacokinetics, is [Y]",2
"The [X], who was a prodrug, is [Y]",1
"The [X], who occurred through the kinase, is [Y]",1
"The [X], who resulted in concentrations, is [Y]",1
"The [X], who administered as an infusion, is [Y]",1
"The [X], who was treated with gemcitabine, is [Y]",1
"The [X], who was 350 m², is [Y]",1
"The [X], who was 400 m², is [Y]",1
"The [X], who was 1,250 m² given 30 days, is [Y]",1
"The [X], who was 1,000 m², is [Y]",1
"The [X], who was essential for oncologists, is [Y]",1
"The [X], who maximized effects, is [Y]",1
"The [X], who learnt about shopping, is [Y]",3
"The [X], who was the process of the internet, is [Y]",2
"The [X], who became a way to shop, is [Y]",1
"The [X], who supposed to buy a pair, is [Y]",1
"The [X], who browsed through stores, is [Y]",1
"The [X], who added them to cart, is [Y]",1
"The [X], who was the convenience of shopping, is [Y]",1
"The [X], who let useful, is [Y]",1
"The [X], who imagined are buy some groceries, is [Y]",1
"The [X], who used to have an service, is [Y]",1
"The [X], who imagined a student, is [Y]",1
"The [X], who bought books, is [Y]",1
"The [X], who saw time, is [Y]",1
"The [X], who released for PlayStation, is [Y]",2
"The [X], who had to wait this game, is [Y]",2
"The [X], who was released for PC, is [Y]",2
"The [X], who learnt about the release, is [Y]",1
"The [X], who received a success, is [Y]",1
"The [X], who was available for download, is [Y]",1
"The [X], who released for platforms, is [Y]",1
"The [X], who was an game, is [Y]",3
"The [X], who followed the story, is [Y]",2
"The [X], who was known for gameplay, is [Y]",1
"The [X], who made Redemption, is [Y]",1
"The [X], who was unique in ways, is [Y]",1
"The [X], who had larger than any game, is [Y]",1
"The [X], who had a system, is [Y]",1
"The [X], who had a engine, is [Y]",2
"The [X], who had a storyline, is [Y]",2
"The [X], who had a mode, is [Y]",1
"The [X], who was an example of a game, is [Y]",1
"The [X], who made it, is [Y]",8
"The [X], who was a game, is [Y]",6
"The [X], who was triggers, is [Y]",1
"The [X], who was created an notification, is [Y]",1
"The [X], who was processes, is [Y]",4
"The [X], who was created a task, is [Y]",1
"The [X], who was created a status, is [Y]",1
"The [X], who was executed to send an notification, is [Y]",2
"The [X], who was applied to the amount, is [Y]",1
"The [X], who was executed to assign the lead, is [Y]",1
"The [X], who created applications, is [Y]",2
"The [X], who used to illustrate the example, is [Y]",1
"The [X], who referred to the ability, is [Y]",11
"The [X], who involved a combination, is [Y]",3
"The [X], who was crucial in any pursuit, is [Y]",1
"The [X], who was easy to become, is [Y]",1
"The [X], who continued to work, is [Y]",2
"The [X], who was examples of perseverance, is [Y]",2
"The [X], who continued to speak, is [Y]",1
"The [X], who was a demonstration of the importance, is [Y]",1
"The [X], who developed perseverance, is [Y]",2
"The [X], who was strategies, is [Y]",4
"The [X], who included setting, is [Y]",2
"The [X], who was helpful to surround yourself, is [Y]",1
"The [X], who applied perseverance by each area, is [Y]",1
"The [X], who built perseverance, is [Y]",1
"The [X], who was committed to passions, is [Y]",1
"The [X], who saw the power, is [Y]",1
"The [X], who welcomed to the lesson, is [Y]",1
"The [X], who was able to identify information, is [Y]",1
"The [X], who was to identify the points, is [Y]",1
"The [X], who was likely, is [Y]",1
"The [X], who looked at the quotes, is [Y]",1
"The [X], who saw that staff, is [Y]",1
"The [X], who provided evidence, is [Y]",1
"The [X], who contained unfamiliar to readers, is [Y]",1
"The [X], who was important to understand these terms, is [Y]",1
"The [X], who saw the index, is [Y]",1
"The [X], who referred to the database, is [Y]",1
"The [X], who grew index, is [Y]",1
"The [X], who was partners, is [Y]",1
"The [X], who referred to companies, is [Y]",1
"The [X], who signed partners, is [Y]",1
"The [X], who began to analyze the implications, is [Y]",1
"The [X], who saw that growth, is [Y]",1
"The [X], who saw that Gigablast, is [Y]",1
"The [X], who learnt to read news, is [Y]",1
"The [X], who became readers of news, is [Y]",1
"The [X], who understood Schools, is [Y]",1
"The [X], who differed in assumptions, is [Y]",1
"The [X], who explored one school, is [Y]",1
"The [X], who was based on assumptions, is [Y]",1
"The [X], who was the existence of unemployment, is [Y]",1
"The [X], who used a variety, is [Y]",2
"The [X], who was the use of demand, is [Y]",1
"The [X], who recommended intervention, is [Y]",1
"The [X], who implemented packages, is [Y]",1
"The [X], who was designed to increase demand, is [Y]",1
"The [X], who lowered rates, is [Y]",1
"The [X], who was intended to increase demand, is [Y]",1
"The [X], who explored the relationship, is [Y]",2
"The [X], who was a institution in Pakistan, is [Y]",1
"The [X], who was involved in détat, is [Y]",1
"The [X], who was involved in the dismissal, is [Y]",1
"The [X], who was able to influence decisions, is [Y]",1
"The [X], who saw itself as the guardian, is [Y]",1
"The [X], who was involved in conflicts, is [Y]",1
"The [X], who was involved in operations, is [Y]",1
"The [X], who was involved in politics, is [Y]",1
"The [X], who was accountable should act, is [Y]",2
"The [X], who played essential, is [Y]",1
"The [X], who understood the landscape, is [Y]",1
"The [X], who used in products, is [Y]",1
"The [X], who was four types of surfactants, is [Y]",1
"The [X], who had a charge, is [Y]",4
"The [X], who included sulfate, is [Y]",1
"The [X], who included glycol, is [Y]",1
"The [X], who included betaine, is [Y]",1
"The [X], who helped mix, is [Y]",2
"The [X], who helped condition, is [Y]",1
"The [X], who was used in a variety, is [Y]",4
"The [X], who used in these products, is [Y]",3
"The [X], who was used in soaps, is [Y]",1
"The [X], who created products, is [Y]",1
"The [X], who was rugs, is [Y]",1
"The [X], who was one of the types, is [Y]",1
"The [X], who learnt about the history, is [Y]",19
"The [X], who featured a motif, is [Y]",1
"The [X], who was said to symbolize nature, is [Y]",1
"The [X], who hered an image, is [Y]",1
"The [X], who let to identify the elements, is [Y]",1
"The [X], who found the motif, is [Y]",1
"The [X], who saw in the rug, is [Y]",1
"The [X], who was any animals, is [Y]",1
"The [X], who believed that, is [Y]",1
"The [X], who considered art, is [Y]",1
"The [X], who took in, is [Y]",1
"The [X], who looked at an example, is [Y]",1
"The [X], who appreciated these works, is [Y]",1
"The [X], who learnt to shop, is [Y]",1
"The [X], who understood the importance, is [Y]",9
"The [X], who chose the Size, is [Y]",1
"The [X], who was essential to choose the size, is [Y]",1
"The [X], who was some you, is [Y]",2
"The [X], who measured yourself, is [Y]",1
"The [X], who took measurements of chest, is [Y]",1
"The [X], who provided a chart, is [Y]",1
"The [X], who compared these measurements, is [Y]",1
"The [X], who looked for reviews, is [Y]",3
"The [X], who had insights, is [Y]",1
"The [X], who offered modifications, is [Y]",1
"The [X], who was to know what, is [Y]",3
"The [X], who included modifications, is [Y]",1
"The [X], who checked the case, is [Y]",1
"The [X], who needed to take the clothing, is [Y]",1
"The [X], who asked for recommendations, is [Y]",1
"The [X], who included information about duties, is [Y]",1
"The [X], who contacted office, is [Y]",1
"The [X], who called for, is [Y]",1
"The [X], who calculated for, is [Y]",1
"The [X], who varied depending the store, is [Y]",1
"The [X], who provided information about times, is [Y]",1
"The [X], who chose a method, is [Y]",1
"The [X], who had the option, is [Y]",1
"The [X], who considered the urgency, is [Y]",1
"The [X], who tracked package, is [Y]",1
"The [X], who remembered to apply these skills, is [Y]",2
"The [X], who learnt about Estate, is [Y]",2
"The [X], who explored local, is [Y]",2
"The [X], who was a brokerage, is [Y]",1
"The [X], who was known for the art, is [Y]",1
"The [X], who provided experiences, is [Y]",2
"The [X], who maximized the experience, is [Y]",1
"The [X], who supported businesses, is [Y]",1
"The [X], who provided to market experiences, is [Y]",1
"The [X], who tailored Letter, is [Y]",1
"The [X], who completed ready to start program, is [Y]",1
"The [X], who stood, is [Y]",3
"The [X], who was to tailor letter, is [Y]",1
"The [X], who explored negotiable for a hire, is [Y]",1
"The [X], who wanted a fit for organization, is [Y]",1
"The [X], who was haves for a hire, is [Y]",1
"The [X], who was identified as, is [Y]",1
"The [X], who suggested it, is [Y]",1
"The [X], who was dos, is [Y]",1
"The [X], who tailored letter, is [Y]",2
"The [X], who highlighted experience, is [Y]",1
"The [X], who overstated experience, is [Y]",1
"The [X], who proofread materials, is [Y]",1
"The [X], who remembered to research the organization, is [Y]",1
"The [X], who was well on way, is [Y]",3
"The [X], who was an aspect of life, is [Y]",2
"The [X], who was crucial to understand the issues, is [Y]",1
"The [X], who learnt about some problems, is [Y]",1
"The [X], who referred to the difference, is [Y]",2
"The [X], who led to pain, is [Y]",1
"The [X], who included therapy, is [Y]",3
"The [X], who was discrepancy, is [Y]",1
"The [X], who was the symptoms, is [Y]",3
"The [X], who caused discrepancy, is [Y]",1
"The [X], who included pain, is [Y]",2
"The [X], who included injuries, is [Y]",2
"The [X], who caused pain, is [Y]",3
"The [X], who included care, is [Y]",3
"The [X], who was misalignment, is [Y]",1
"The [X], who caused misalignment, is [Y]",1
"The [X], who referred to a condition, is [Y]",2
"The [X], who occurred the nutrients, is [Y]",1
"The [X], who led to a variety, is [Y]",1
"The [X], who included changes, is [Y]",3
"The [X], who was deficiency, is [Y]",1
"The [X], who caused deficiency, is [Y]",1
"The [X], who included diet, is [Y]",1
"The [X], who remembered to consult, is [Y]",1
"The [X], who was a method, is [Y]",4
"The [X], who introduced the basics, is [Y]",1
"The [X], who learnt about the steps, is [Y]",3
"The [X], who involved dividing, is [Y]",2
"The [X], who solved the equations, is [Y]",1
"The [X], who studied the distribution, is [Y]",1
"The [X], who evaluated the stability, is [Y]",1
"The [X], who investigated the effect, is [Y]",1
"The [X], who analyzed the distribution, is [Y]",1
"The [X], who predicted the deformation, is [Y]",1
"The [X], who investigated the stability, is [Y]",1
"The [X], who was a tool in biomechanics, is [Y]",1
"The [X], who chose the Mattress, is [Y]",1
"The [X], who was an decision, is [Y]",2
"The [X], who learnt to choose the mattress, is [Y]",1
"The [X], who was types of mattresses, is [Y]",1
"The [X], who was made of a material, is [Y]",5
"The [X], who provided ideal for people, is [Y]",1
"The [X], who contained coils, is [Y]",1
"The [X], who was expensive, is [Y]",2
"The [X], who was ideal for people, is [Y]",1
"The [X], who combined the features, is [Y]",1
"The [X], who provided a balance, is [Y]",1
"The [X], who chose a Mattress, is [Y]",1
"The [X], who preferred a mattress, is [Y]",1
"The [X], who tested mattresses, is [Y]",1
"The [X], who made to choose a mattress, is [Y]",1
"The [X], who chose a material, is [Y]",1
"The [X], who looked for a mattress, is [Y]",1
"The [X], who provided peace of mind, is [Y]",2
"The [X], who said a budget, is [Y]",1
"The [X], who preferred thick, is [Y]",1
"The [X], who decided to purchase a mattress, is [Y]",1
"The [X], who had a warranty, is [Y]",1
"The [X], who chose the mattress, is [Y]",1
"The [X], who remembered to consider the types, is [Y]",1
"The [X], who found the mattress, is [Y]",3
"The [X], who remembered to research options, is [Y]",1
"The [X], who learnt about Matter, is [Y]",2
"The [X], who explored features, is [Y]",2
"The [X], who was a Cryptocurrency, is [Y]",1
"The [X], who was a currency, is [Y]",3
"The [X], who operated on a network, is [Y]",2
"The [X], who was called to ensure the integrity, is [Y]",1
"The [X], who was Matter, is [Y]",1
"The [X], who was a cryptocurrency, is [Y]",1
"The [X], who was an asset with a supply, is [Y]",1
"The [X], who was a token, is [Y]",1
