template,frequency
"The [X], who helped answer, is [Y]",1
"The [X], who was a TCK, is [Y]",1
"The [X], who identified with this idea, is [Y]",1
"The [X], who hoped something, is [Y]",1
"The [X], who hered a video, is [Y]",2
"The [X], who was the opposite of yours, is [Y]",1
"The [X], who was a kid, is [Y]",1
"The [X], who started to assume part, is [Y]",1
"The [X], who went to University, is [Y]",1
"The [X], who liked European, is [Y]",1
"The [X], who started confusing, is [Y]",1
"The [X], who lived in Brazil, is [Y]",1
"The [X], who got older, is [Y]",1
"The [X], who found any what, is [Y]",1
"The [X], who did to Books, is [Y]",1
"The [X], who dated Without the Desperation, is [Y]",1
"The [X], who loved in the Time, is [Y]",1
"The [X], who was a Real, is [Y]",1
"The [X], who hid Behind A Name, is [Y]",1
"The [X], who was available to download, is [Y]",1
"The [X], who was yours, is [Y]",1
"The [X], who took advantage of the system, is [Y]",1
"The [X], who was available for order, is [Y]",1
"The [X], who checked do follow all, is [Y]",1
"The [X], who viewed All SHIPPUDEN, is [Y]",1
"The [X], who viewed All Videos, is [Y]",1
"The [X], who downloaded Shippuden, is [Y]",1
"The [X], who was Available On Xbox, is [Y]",1
"The [X], who was available for download, is [Y]",1
"The [X], who allowed players, is [Y]",1
"The [X], who released a trailer, is [Y]",1
"The [X], who challenged you, is [Y]",1
"The [X], who got glimpse, is [Y]",1
"The [X], who emerged as the winner, is [Y]",1
"The [X], who crowned a geologist in the industry, is [Y]",1
"The [X], who set eyes, is [Y]",1
"The [X], who proved worth, is [Y]",1
"The [X], who walked away with a sash, is [Y]",1
"The [X], who went to Dhillon, is [Y]",1
"The [X], who hoped to expand the search, is [Y]",1
"The [X], who was currently on year, is [Y]",1
"The [X], who wished Kaif, is [Y]",2
"The [X], who caught the days, is [Y]",1
"The [X], who posted a message, is [Y]",1
"The [X], who laughed all goals, is [Y]",1
"The [X], who shared a picture, is [Y]",1
"The [X], who read more on The Quint, is [Y]",1
"The [X], who was Set a Part of Season, is [Y]",1
"The [X], who was a part of Season, is [Y]",1
"The [X], who participated in the show, is [Y]",1
"The [X], who confirmed for the show, is [Y]",1
"The [X], who saw in show, is [Y]",1
"The [X], who met the Set, is [Y]",1
"The [X], who altered Scene, is [Y]",1
"The [X], who confirmed exit from 13 Reasons, is [Y]",1
"The [X], who was over two years, is [Y]",1
"The [X], who edited the scene, is [Y]",1
"The [X], who came to seek conversations, is [Y]",1
"The [X], who gave a thought, is [Y]",1
"The [X], who was back as an actor, is [Y]",1
"The [X], who released the teaser, is [Y]",1
"The [X], who played the roles, is [Y]",1
"The [X], who loved Heer, is [Y]",1
"The [X], who played a officer, is [Y]",1
"The [X], who was set to make none, is [Y]",1
"The [X], who focussed on past, is [Y]",1
"The [X], who was seen in a avatar, is [Y]",1
"The [X], who was in this section, is [Y]",2
"The [X], who was back as Rajjo, is [Y]",1
"The [X], who was born in Hartlepool, is [Y]",1
"The [X], who brought him to the attention, is [Y]",1
"The [X], who became a friend of Rossetti, is [Y]",1
"The [X], who asked to make a drawing, is [Y]",1
"The [X], who painted mainly in watercolour, is [Y]",1
"The [X], who was a illustrator, is [Y]",1
"The [X], who was executed during the visit, is [Y]",1
"The [X], who was a study for 1866, is [Y]",1
"The [X], who was conceived during the visit, is [Y]",1
"The [X], who depicted three children, is [Y]",1
"The [X], who was illustrated in the catalogue, is [Y]",1
"The [X], who enquired about A Table, is [Y]",1
"The [X], who spoilt no bid, is [Y]",1
"The [X], who was 9 for 9, is [Y]",1
"The [X], who had a victory, is [Y]",1
"The [X], who wound, is [Y]",1
"The [X], who issued four walks, is [Y]",1
"The [X], who started the seventh, is [Y]",1
"The [X], who got a liner, is [Y]",1
"The [X], who emerged from the dugout, is [Y]",1
"The [X], who greeted Guilmet with a single, is [Y]",1
"The [X], who followed with a run, is [Y]",1
"The [X], who was matched against Danks, is [Y]",1
"The [X], who took a tie, is [Y]",1
"The [X], who hung a zero, is [Y]",1
"The [X], who failed to match him, is [Y]",1
"The [X], who worked Danks to a count, is [Y]",1
"The [X], who was third in four games, is [Y]",1
"The [X], who walked Phelps, is [Y]",1
"The [X], who moved to third Phelps, is [Y]",1
"The [X], who played the game, is [Y]",3
"The [X], who did It, is [Y]",1
"The [X], who did this, is [Y]",7
"The [X], who said husband, is [Y]",1
"The [X], who starved to death, is [Y]",2
"The [X], who earned LD, is [Y]",1
"The [X], who said no options, is [Y]",1
"The [X], who said another market, is [Y]",1
"The [X], who knew a way, is [Y]",1
"The [X], who was on the rise, is [Y]",1
"The [X], who made products, is [Y]",1
"The [X], who meant to move an time, is [Y]",1
"The [X], who leaved a legacy, is [Y]",1
"The [X], who turned to prostitution, is [Y]",1
"The [X], who said drugs, is [Y]",2
"The [X], who used heroin since 2005, is [Y]",1
"The [X], who said body, is [Y]",1
"The [X], who felt fine, is [Y]",1
"The [X], who felt cold, is [Y]",1
"The [X], who said treatment, is [Y]",1
"The [X], who went on the streets, is [Y]",1
"The [X], who payed LD$75.00, is [Y]",1
"The [X], who used condoms, is [Y]",1
"The [X], who shed to go, is [Y]",1
"The [X], who lived on the street, is [Y]",1
"The [X], who had two children, is [Y]",1
"The [X], who was with me, is [Y]",3
"The [X], who said people, is [Y]",1
"The [X], who said Bardue, is [Y]",1
"The [X], who beat them, is [Y]",2
"The [X], who added the arrest, is [Y]",1
"The [X], who pointed to Liberia, is [Y]",1
"The [X], who increased a governance, is [Y]",1
"The [X], who said an trade, is [Y]",1
"The [X], who chose lax to speak drugs, is [Y]",1
"The [X], who tried to use Liberia, is [Y]",1
"The [X], who said the market, is [Y]",1
"The [X], who was rampant, is [Y]",2
"The [X], who was bribes of officials, is [Y]",1
"The [X], who had some successes, is [Y]",1
"The [X], who offered a bribe, is [Y]",1
"The [X], who called intercept, is [Y]",1
"The [X], who was jailed in the U.S., is [Y]",1
"The [X], who showed 143 arrests in the months, is [Y]",1
"The [X], who ed double, is [Y]",1
"The [X], who was a offense, is [Y]",1
"The [X], who said the cycle, is [Y]",1
"The [X], who was a handful of programs, is [Y]",1
"The [X], who was a busy past months, is [Y]",1
"The [X], who had three reviews, is [Y]",1
"The [X], who was anxious to tell you, is [Y]",1
"The [X], who wanted to say Heather, is [Y]",1
"The [X], who knew the sort of person, is [Y]",1
"The [X], who admired her, is [Y]",1
"The [X], who ed that kind of writer, is [Y]",1
"The [X], who wrote with heart, is [Y]",1
"The [X], who told the kind of man, is [Y]",1
"The [X], who was lied to her, is [Y]",1
"The [X], who crumbled before eyes, is [Y]",1
"The [X], who was determined to take children, is [Y]",1
"The [X], who was people, is [Y]",13
"The [X], who had a feature, is [Y]",2
"The [X], who needed to worry any agenda, is [Y]",1
"The [X], who loved to hate, is [Y]",1
"The [X], who was Lily, is [Y]",1
"The [X], who was believeable, is [Y]",1
"The [X], who became a woman, is [Y]",1
"The [X], who was interest in family, is [Y]",1
"The [X], who loved fascinating to me, is [Y]",1
"The [X], who helped get, is [Y]",3
"The [X], who was glad to given a version, is [Y]",1
"The [X], who visited Heather at, is [Y]",1
"The [X], who hoped better, is [Y]",1
"The [X], who looked into the Clubs, is [Y]",1
"The [X], who provided students with films, is [Y]",1
"The [X], who hosted nights, is [Y]",1
"The [X], who was known to collaborate another events, is [Y]",1
"The [X], who was a nights, is [Y]",1
"The [X], who recognized on September, is [Y]",1
"The [X], who stuck to a genre, is [Y]",1
"The [X], who experimented with the nights, is [Y]",1
"The [X], who tended to combine knowledge, is [Y]",1
"The [X], who aired movies, is [Y]",1
"The [X], who grew out a podcast, is [Y]",1
"The [X], who planned to work the Theatre, is [Y]",1
"The [X], who had is grow viewers, is [Y]",1
"The [X], who expanded a community, is [Y]",1
"The [X], who hosted a night, is [Y]",1
"The [X], who included Age, is [Y]",1
"The [X], who charged 2, is [Y]",1
"The [X], who had each students, is [Y]",1
"The [X], who hosted a series of events, is [Y]",1
"The [X], who began on January, is [Y]",1
"The [X], who wanted to stay, is [Y]",3
"The [X], who got everything, is [Y]",1
"The [X], who had friendly, is [Y]",2
"The [X], who ed curious, is [Y]",1
"The [X], who kept it, is [Y]",4
"The [X], who offered a fistpound, is [Y]",1
"The [X], who asked this newcomer, is [Y]",1
"The [X], who ed great, is [Y]",2
"The [X], who got a subway, is [Y]",1
"The [X], who got coffee, is [Y]",1
"The [X], who was infectious, is [Y]",1
"The [X], who sounded fantastic, is [Y]",1
"The [X], who got to speak Spanish, is [Y]",1
"The [X], who felt GOOD, is [Y]",1
"The [X], who asked me, is [Y]",3
"The [X], who had to tell the truth, is [Y]",1
"The [X], who had to tell her, is [Y]",1
"The [X], who got ta tell the truth, is [Y]",1
"The [X], who ed good of you, is [Y]",1
"The [X], who told beautiful, is [Y]",1
"The [X], who blushed what I, is [Y]",1
"The [X], who asked for, is [Y]",1
"The [X], who said the phrase, is [Y]",1
"The [X], who distanced Kit, is [Y]",1
"The [X], who feed for all updates, is [Y]",1
"The [X], who was now under development, is [Y]",1
"The [X], who sent an mail, is [Y]",1
"The [X], who posted on March, is [Y]",2
"The [X], who was the producer, is [Y]",1
"The [X], who included Smirnoff, is [Y]",1
"The [X], who owned 37 %, is [Y]",1
"The [X], who revealed practices, is [Y]",1
"The [X], who was the amount of interest, is [Y]",1
"The [X], who informed shareholders, is [Y]",1
"The [X], who came to pay the m, is [Y]",1
"The [X], who came into force, is [Y]",1
"The [X], who dubbed the tax, is [Y]",1
"The [X], who reported to shareholders, is [Y]",1
"The [X], who expected until the quarter, is [Y]",1
"The [X], who made a provision, is [Y]",1
"The [X], who disclosed the tax, is [Y]",1
"The [X], who was a clampdown on avoidance, is [Y]",1
"The [X], who made to hundreds, is [Y]",1
"The [X], who earned million, is [Y]",1
"The [X], who obtained the advantage, is [Y]",3
"The [X], who payed to grant won, is [Y]",1
"The [X], who payed 100,000, is [Y]",1
"The [X], who made hundreds of payments, is [Y]",1
"The [X], who prosecuted employees, is [Y]",1
"The [X], who consented to the entry, is [Y]",1
"The [X], who agreed to pay 11,306,081, is [Y]",1
"The [X], who payed to retain 12,000, is [Y]",1
"The [X], who contributed to receipt, is [Y]",1
"The [X], who was exposed for, is [Y]",1
"The [X], who contributed to a culture, is [Y]",1
"The [X], who was that product with potential, is [Y]",1
"The [X], who effected the price, is [Y]",1
"The [X], who put a tax, is [Y]",1
"The [X], who put on beer, is [Y]",1
"The [X], who acquired a brand, is [Y]",1
"The [X], who was brand, is [Y]",1
"The [X], who pushed case, is [Y]",1
"The [X], who reached 1.14bn, is [Y]",1
"The [X], who was a measure, is [Y]",1
"The [X], who was robust across countries, is [Y]",1
"The [X], who believed essential for a world, is [Y]",1
"The [X], who used to be the information, is [Y]",1
"The [X], who helped the interests, is [Y]",1
"The [X], who provided permission, is [Y]",1
"The [X], who was committed to treat data, is [Y]",1
"The [X], who sold data, is [Y]",1
"The [X], who changed mind, is [Y]",1
"The [X], who treated information, is [Y]",1
"The [X], who exploded in a area, is [Y]",1
"The [X], who said the causalities, is [Y]",1
"The [X], who said bombs, is [Y]",1
"The [X], who said a target, is [Y]",1
"The [X], who said the damage, is [Y]",1
"The [X], who said transactional, is [Y]",1
"The [X], who said any measures, is [Y]",1
"The [X], who proposed trying, is [Y]",1
"The [X], who announced any kind, is [Y]",1
"The [X], who said to completed a announcements, is [Y]",1
"The [X], who said to make a announcement, is [Y]",1
"The [X], who was from Manbij, is [Y]",1
"The [X], who asked Council, is [Y]",1
"The [X], who hit 5 Clinics, is [Y]",1
"The [X], who urged Calm, is [Y]",1
"The [X], who called for Restraint, is [Y]",1
"The [X], who came From Iraq, is [Y]",1
"The [X], who said is come, is [Y]",1
"The [X], who said sure will return, is [Y]",1
"The [X], who confirmed to agency, is [Y]",1
"The [X], who pardoned Sutyagin, is [Y]",1
"The [X], who was a citizen, is [Y]",2
"The [X], who told Interfax, is [Y]",1
"The [X], who remained in the UK, is [Y]",1
"The [X], who planned to leave the hotel, is [Y]",1
"The [X], who went to break the silence, is [Y]",1
"The [X], who cited Novosti, is [Y]",1
"The [X], who headed a department, is [Y]",1
"The [X], who was detained in October, is [Y]",1
"The [X], who was linked to the CIA, is [Y]",1
"The [X], who included details of systems, is [Y]",1
"The [X], who was sentenced to 15 imprisonment, is [Y]",1
"The [X], who denied the allegations, is [Y]",1
"The [X], who signed to exchanged a decree, is [Y]",1
"The [X], who had to sign a confession, is [Y]",1
"The [X], who was cited as Kommersant, is [Y]",1
"The [X], who was a move, is [Y]",1
"The [X], who discussed Trades, is [Y]",1
"The [X], who talked to Those Aliens, is [Y]",1
"The [X], who said Hawking, is [Y]",1
"The [X], who willed End in Tears, is [Y]",1
"The [X], who was Ballooning, is [Y]",1
"The [X], who was 12 years, is [Y]",2
"The [X], who was set to released, is [Y]",1
"The [X], who contained language, is [Y]",1
"The [X], who played all muggleton, is [Y]",1
"The [X], who dinned at the Expense, is [Y]",1
"The [X], who cleared Doubts, is [Y]",1
"The [X], who told the media, is [Y]",2
"The [X], who was part of efforts, is [Y]",1
"The [X], who took digitisation, is [Y]",1
"The [X], who gave the example, is [Y]",1
"The [X], who was among the banks, is [Y]",1
"The [X], who was one of the lenders, is [Y]",1
"The [X], who was platform, is [Y]",1
"The [X], who had 100 clients, is [Y]",1
"The [X], who was on the agenda, is [Y]",1
"The [X], who was the economy in the world, is [Y]",1
"The [X], who was expected to hit billion, is [Y]",1
"The [X], who topped billion, is [Y]",1
"The [X], who profited highest in 5 years, is [Y]",1
"The [X], who collaborated on the EVs, is [Y]",1
"The [X], who reopened route, is [Y]",1
"The [X], who became a shareholder of Vietravel, is [Y]",1
"The [X], who opened route, is [Y]",1
"The [X], who appointed head, is [Y]",1
"The [X], who appointed Nguyễn, is [Y]",1
"The [X], who brought eight products, is [Y]",1
"The [X], who said a report, is [Y]",1
"The [X], who added frequency, is [Y]",1
"The [X], who appointed CEO, is [Y]",1
"The [X], who appointed Choudhury, is [Y]",1
"The [X], who appointed director, is [Y]",1
"The [X], who opened to, is [Y]",1
"The [X], who was open to an car, is [Y]",1
"The [X], who said the number, is [Y]",2
"The [X], who offered prices, is [Y]",1
"The [X], who launched a programme, is [Y]",1
"The [X], who got one ticket, is [Y]",1
"The [X], who had no trouble, is [Y]",1
"The [X], who was a instructor with 120 Countdown, is [Y]",1
"The [X], who was at a meeting, is [Y]",1
"The [X], who was a ticket to independence, is [Y]",1
"The [X], who said Bryan, is [Y]",1
"The [X], who was in demand, is [Y]",1
"The [X], who pointed to one man, is [Y]",1
"The [X], who told appreciative for the opportunity, is [Y]",1
"The [X], who passed employment, is [Y]",1
"The [X], who said important to him, is [Y]",1
"The [X], who had Ps, is [Y]",1
"The [X], who enjoyed more than a instructor, is [Y]",1
"The [X], who had the tyres, is [Y]",1
"The [X], who was good to supply the car, is [Y]",1
"The [X], who said helpful to reduce the obstacles, is [Y]",1
"The [X], who gave lessons, is [Y]",1
"The [X], who was activated for these people, is [Y]",1
"The [X], who gave invaluable, is [Y]",1
"The [X], who was in the industry, is [Y]",1
"The [X], who loved to share knowledge, is [Y]",1
"The [X], who got stressful do have a lot, is [Y]",1
"The [X], who recommended involved to be moments, is [Y]",1
"The [X], who called us on 1800 846, is [Y]",1
"The [X], who leaved to right, is [Y]",6
"The [X], who ate an Elephant, is [Y]",1
"The [X], who had another reason, is [Y]",1
"The [X], who was proud to announce the award, is [Y]",1
"The [X], who accomplished athletes, is [Y]",1
"The [X], who earned the award, is [Y]",1
"The [X], who presented Damphousse, is [Y]",1
"The [X], who was presented on April, is [Y]",1
"The [X], who stood as an example, is [Y]",1
"The [X], who maintained a GPA, is [Y]",1
"The [X], who was named the Division, is [Y]",1
"The [X], who saw the information, is [Y]",1
"The [X], who was renamed the College, is [Y]",1
"The [X], who applied to design, is [Y]",1
"The [X], who influenced design, is [Y]",1
"The [X], who unveiled Ticker, is [Y]",1
"The [X], who automated Narrative, is [Y]",1
"The [X], who built on the patents, is [Y]",1
"The [X], who enhanced the suite, is [Y]",1
"The [X], who was a bar inside a broadcast, is [Y]",1
"The [X], who provided information, is [Y]",5
"The [X], who said Paradise, is [Y]",1
"The [X], who was thrilled to announce the ticker, is [Y]",1
"The [X], who was integral to the audience, is [Y]",1
"The [X], who averaged million users, is [Y]",1
"The [X], who grew 20 percent, is [Y]",1
"The [X], who projected million viewers, is [Y]",1
"The [X], who provided streamers, is [Y]",1
"The [X], who connected the gamers, is [Y]",1
"The [X], who was the business, is [Y]",1
"The [X], who used to compete Skillz, is [Y]",1
"The [X], who awarded 46 percent, is [Y]",1
"The [X], who visited www.skillz.com, is [Y]",1
"The [X], who announced THE CREATION, is [Y]",1
"The [X], who turned On The Heat, is [Y]",1
"The [X], who went in Wales, is [Y]",1
"The [X], who had an heritage, is [Y]",1
"The [X], who went to 1837, is [Y]",1
"The [X], who was revived within the Eighties, is [Y]",1
"The [X], who included six wineries, is [Y]",1
"The [X], who created whites, is [Y]",1
"The [X], who was grown with success, is [Y]",1
"The [X], who was a producer since 1858, is [Y]",2
"The [X], who grew Tumbarumba, is [Y]",1
"The [X], who tended blanc, is [Y]",1
"The [X], who offered tastings, is [Y]",1
"The [X], who was a mecca for fishers, is [Y]",1
"The [X], who was five hours, is [Y]",1
"The [X], who was a question of the time, is [Y]",1
"The [X], who was celebrated because fruits, is [Y]",1
"The [X], who supplied fruit, is [Y]",1
"The [X], who tended to make an chardonnay, is [Y]",1
"The [X], who tended businesses, is [Y]",1
"The [X], who had appeal, is [Y]",1
"The [X], who was three, is [Y]",2
"The [X], who went to Wales, is [Y]",1
"The [X], who went in America, is [Y]",1
"The [X], who was a town in Shire, is [Y]",1
"The [X], who was derived from the words, is [Y]",1
"The [X], who was divided in two, is [Y]",1
"The [X], who was an footballer of the 1940s, is [Y]",1
"The [X], who was born in Sydney, is [Y]",1
"The [X], who played for, is [Y]",1
"The [X], who visited in Wales, is [Y]",1
"The [X], who entered information, is [Y]",1
"The [X], who reviewed the permission, is [Y]",1
"The [X], who interviewed with the Innovators, is [Y]",1
"The [X], who began to Value, is [Y]",1
"The [X], who was addressed at a session, is [Y]",1
"The [X], who needed a what, is [Y]",1
"The [X], who was toxicity, is [Y]",1
"The [X], who was true in oncology, is [Y]",1
"The [X], who used efficient, is [Y]",1
"The [X], who included variation in quality, is [Y]",1
"The [X], who helped to minimize variation, is [Y]",1
"The [X], who wanted access, is [Y]",1
"The [X], who described the scenarios, is [Y]",1
"The [X], who considered the profiles, is [Y]",1
"The [X], who hoped proportionate to the degree, is [Y]",1
"The [X], who became Providers, is [Y]",1
"The [X], who said the value, is [Y]",1
"The [X], who shifted Targets for Providers, is [Y]",1
"The [X], who revealed gaps, is [Y]",1
"The [X], who moderated the discussion, is [Y]",1
"The [X], who underwent testing, is [Y]",1
"The [X], who explained, is [Y]",2
"The [X], who was the symptoms, is [Y]",2
"The [X], who engaged Communications, is [Y]",1
"The [X], who used to ensure cookies, is [Y]",1
"The [X], who agreed to this use, is [Y]",1
"The [X], who talked about career, is [Y]",1
"The [X], who applied to filmmakers, is [Y]",1
"The [X], who opened 2012 festival, is [Y]",1
"The [X], who was a tribute to Golino, is [Y]",1
"The [X], who hosted a screening, is [Y]",1
"The [X], who marked debut, is [Y]",1
"The [X], who was assisted suicide, is [Y]",1
"The [X], who was a subject, is [Y]",1
"The [X], who was another thing, is [Y]",1
"The [X], who learnt from an years, is [Y]",1
"The [X], who was than, is [Y]",5
"The [X], who had to make decisions, is [Y]",1
"The [X], who was afraid to make mistakes, is [Y]",1
"The [X], who preferred to, is [Y]",1
"The [X], who liked to see things, is [Y]",1
"The [X], who had the desire, is [Y]",1
"The [X], who helped her in the process, is [Y]",1
"The [X], who told annoyed, is [Y]",1
"The [X], who helped many to do me, is [Y]",1
"The [X], who was international, is [Y]",2
"The [X], who beared from a father, is [Y]",1
"The [X], who lived in Angeles, is [Y]",1
"The [X], who helped in the process, is [Y]",1
"The [X], who was curiosity, is [Y]",1
"The [X], who led to do me, is [Y]",1
"The [X], who had the chance, is [Y]",2
"The [X], who was few differences between them, is [Y]",1
"The [X], who was driven, is [Y]",2
"The [X], who was the king, is [Y]",1
"The [X], who was on the stars, is [Y]",1
"The [X], who was Christmas, is [Y]",1
"The [X], who let sit, is [Y]",1
"The [X], who explored Spot, is [Y]",1
"The [X], who came with Me, is [Y]",1
"The [X], who served Summer, is [Y]",1
"The [X], who was Time, is [Y]",1
"The [X], who was injured during the arrest, is [Y]",1
"The [X], who was called to a home, is [Y]",1
"The [X], who found the bruising, is [Y]",1
"The [X], who ensued a shoulder, is [Y]",1
"The [X], who kicked the suffering, is [Y]",1
"The [X], who was taken to Station, is [Y]",1
"The [X], who caused harm, is [Y]",2
"The [X], who intended fear, is [Y]",1
"The [X], who destroyed, is [Y]",1
"The [X], who was refused to appear bail, is [Y]",1
"The [X], who was now at home, is [Y]",1
"The [X], who stopped THE HATE, is [Y]",2
"The [X], who wished the homophobia, is [Y]",1
"The [X], who was Winter, is [Y]",1
"The [X], who was Weil, is [Y]",1
"The [X], who was the names of face, is [Y]",1
"The [X], who was names, is [Y]",1
"The [X], who was humans, is [Y]",2
"The [X], who was sick of people, is [Y]",1
"The [X], who felt like vomiting, is [Y]",1
"The [X], who spewed this bile, is [Y]",1
"The [X], who was false, is [Y]",1
"The [X], who was discriminated against, is [Y]",1
"The [X], who selected two groups, is [Y]",1
"The [X], who was thorough, is [Y]",1
"The [X], who wished to persecute people, is [Y]",1
"The [X], who wanted a person, is [Y]",1
"The [X], who acquiesced to marriage, is [Y]",1
"The [X], who was homophobic do change the laws, is [Y]",1
"The [X], who was a ploy, is [Y]",1
"The [X], who needed comfortable, is [Y]",1
"The [X], who needed rainbow, is [Y]",1
"The [X], who was called for, is [Y]",1
"The [X], who read ENOUGH, is [Y]",1
"The [X], who was the head of the ECAJ, is [Y]",1
"The [X], who wondered what, is [Y]",4
"The [X], who guessed angry, is [Y]",1
"The [X], who fucked outraged, is [Y]",1
"The [X], who was a victim of this shit, is [Y]",1
"The [X], who was the year, is [Y]",3
"The [X], who used to teach students, is [Y]",1
"The [X], who was 12 boys, is [Y]",1
"The [X], who took that secret, is [Y]",1
"The [X], who was a hero of the community, is [Y]",1
"The [X], who was sick of the filth, is [Y]",1
"The [X], who took action, is [Y]",2
"The [X], who was over wankers, is [Y]",1
"The [X], who spoke to deny those homosexuality, is [Y]",1
"The [X], who spoke the paedophile, is [Y]",1
"The [X], who was posted on Sun, is [Y]",1
"The [X], who followed any responses, is [Y]",1
"The [X], who leaved a response, is [Y]",1
"The [X], who responded to interview, is [Y]",2
"The [X], who said President, is [Y]",1
"The [X], who shinned a transgender, is [Y]",1
"The [X], who said Adams, is [Y]",1
"The [X], who helped create, is [Y]",1
"The [X], who published the sheet, is [Y]",1
"The [X], who considered the transgender, is [Y]",1
"The [X], who helped stories, is [Y]",1
"The [X], who used the name, is [Y]",1
"The [X], who respected wishes, is [Y]",2
"The [X], who considered including a sentence, is [Y]",1
"The [X], who alerted aware have follow audience, is [Y]",1
"The [X], who published an Sheet, is [Y]",1
"The [X], who described people, is [Y]",1
"The [X], who was a woman, is [Y]",3
"The [X], who was a transgender, is [Y]",1
"The [X], who needed an -ed, is [Y]",1
"The [X], who used transsexual, is [Y]",1
"The [X], who referred to identity, is [Y]",1
"The [X], who was male, is [Y]",2
"The [X], who was characteristics, is [Y]",1
"The [X], who speculated about procedures, is [Y]",1
"The [X], who was pertinent to stories, is [Y]",1
"The [X], who was reductive, is [Y]",2
"The [X], who avoided the phrase, is [Y]",1
"The [X], who rewrote the script, is [Y]",1
"The [X], who tackled issues, is [Y]",1
"The [X], who protected all, is [Y]",1
"The [X], who visited www.glaad.org, is [Y]",1
"The [X], who was sworn into office, is [Y]",1
"The [X], who led CRC past Joaquin, is [Y]",1
"The [X], who battled for control, is [Y]",1
"The [X], who scored the goal, is [Y]",3
"The [X], who braved the night, is [Y]",1
"The [X], who beat the Mustangs, is [Y]",1
"The [X], who got a lot, is [Y]",3
"The [X], who was taste of playoffs, is [Y]",1
"The [X], who said Plasencia, is [Y]",1
"The [X], who thought sophomores, is [Y]",1
"The [X], who got one under belt, is [Y]",1
"The [X], who required a mindset, is [Y]",1
"The [X], who said Toyama, is [Y]",1
"The [X], who went to give all, is [Y]",1
"The [X], who brought the stalemate, is [Y]",1
"The [X], who saw the ball, is [Y]",1
"The [X], who missed head, is [Y]",1
"The [X], who told place, is [Y]",1
"The [X], who tried to bang it, is [Y]",1
"The [X], who talked to myself, is [Y]",1
"The [X], who resumed to keep quality, is [Y]",1
"The [X], who was one thing about the game, is [Y]",1
"The [X], who allowed some problems, is [Y]",1
"The [X], who put ourselves under pressure, is [Y]",1
"The [X], who realized a lot, is [Y]",1
"The [X], who got to battle, is [Y]",1
"The [X], who won you, is [Y]",1
"The [X], who set high, is [Y]",1
"The [X], who had to bring intensity, is [Y]",1
"The [X], who defeated to win College, is [Y]",2
"The [X], who endured damages after storms, is [Y]",1
"The [X], who got a raise, is [Y]",1
"The [X], who took a loss, is [Y]",1
"The [X], who lost game, is [Y]",1
"The [X], who beat College, is [Y]",1
"The [X], who suffered loss, is [Y]",1
"The [X], who fell short to Lions, is [Y]",1
"The [X], who provided a education, is [Y]",1
"The [X], who was Based, is [Y]",1
"The [X], who applied to Europe, is [Y]",1
"The [X], who was a quality of component, is [Y]",1
"The [X], who provided an element, is [Y]",1
"The [X], who was the environment for students, is [Y]",1
"The [X], who sought to provide instruction, is [Y]",1
"The [X], who liked to welcome you, is [Y]",1
"The [X], who was a school with 400 kids, is [Y]",1
"The [X], who supported the dependents, is [Y]",1
"The [X], who had an Association, is [Y]",1
"The [X], who was awarded a Status, is [Y]",1
"The [X], who was a Lion, is [Y]",1
"The [X], who went to feel best, is [Y]",1
"The [X], who was excited to get you, is [Y]",1
"The [X], who had some after clubs, is [Y]",1
"The [X], who looked for that information, is [Y]",1
"The [X], who brought any concern, is [Y]",1
"The [X], who dropped us, is [Y]",1
"The [X], who was a PSCD, is [Y]",1
"The [X], who was located in the state, is [Y]",1
"The [X], who was built in 1955, is [Y]",1
"The [X], who was scheduled for sometime, is [Y]",1
"The [X], who had the hospital, is [Y]",1
"The [X], who was recognized as School, is [Y]",1
"The [X], who embodied the spirit, is [Y]",1
"The [X], who became the principal of School, is [Y]",2
"The [X], who was a school of 500 children, is [Y]",1
"The [X], who graduated from School, is [Y]",2
"The [X], who received degree, is [Y]",5
"The [X], who accepted a position, is [Y]",1
"The [X], who accepted the position, is [Y]",1
"The [X], who became the principal at the schools, is [Y]",1
"The [X], who was assigned to Baumholder, is [Y]",1
"The [X], who was the principal of School, is [Y]",1
"The [X], who swam, is [Y]",1
"The [X], who led him into coaching, is [Y]",1
"The [X], who coached swimming, is [Y]",1
"The [X], who retired from the reserves, is [Y]",1
"The [X], who became citizens of the Century, is [Y]",1
"The [X], who was married for 29 years, is [Y]",1
"The [X], who served in the Force, is [Y]",1
"The [X], who was excited to serve, is [Y]",1
"The [X], who joined from Elementary, is [Y]",1
"The [X], who earned Degree, is [Y]",2
"The [X], who received Specialist, is [Y]",1
"The [X], who began in 2004, is [Y]",1
"The [X], who started teaching, is [Y]",1
"The [X], who moved to England, is [Y]",2
"The [X], who began teaching, is [Y]",1
"The [X], who taught 4th/5th multiage, is [Y]",1
"The [X], who was important to Seguin, is [Y]",1
"The [X], who maintained an lifestyle, is [Y]",1
"The [X], who liked to travel trails, is [Y]",1
"The [X], who was raised in a family, is [Y]",1
"The [X], who taught grades, is [Y]",1
"The [X], who became an principal, is [Y]",1
"The [X], who became an Director of Schools, is [Y]",1
"The [X], who taught as an professor, is [Y]",1
"The [X], who became the Superintendent of Instruction, is [Y]",1
"The [X], who supported a district, is [Y]",1
"The [X], who involved with work, is [Y]",1
"The [X], who was part of a Workgroup, is [Y]",1
"The [X], who earned B.S., is [Y]",1
